iter	PairLogit	MAP:top=10	PrecisionAt:top=1	PrecisionAt:top=10
0	0.691330055	0.02724069513	0.04597701149	0.0275862069
1	0.6888640769	0.06247308885	0.06896551724	0.03908045977
2	0.6869867944	0.05938241197	0.06896551724	0.03563218391
3	0.6849168121	0.05844267571	0.05747126437	0.04137931034
4	0.6834782872	0.05610482678	0.04597701149	0.04597701149
5	0.6810570327	0.06148969166	0.04597701149	0.04942528736
6	0.6789961347	0.05711161284	0.05747126437	0.04712643678
7	0.6765350781	0.05754424375	0.03448275862	0.05057471264
8	0.6752905727	0.05506385696	0.02298850575	0.05287356322
9	0.6735862544	0.05129462385	0.02298850575	0.04712643678
10	0.6715261333	0.04962514444	0.02298850575	0.04597701149
11	0.6700231185	0.05573990452	0.02298850575	0.04712643678
12	0.6685195645	0.05511995986	0.03448275862	0.04482758621
13	0.6670594767	0.055293666	0.02298850575	0.04137931034
14	0.6653531827	0.05443767865	0.02298850575	0.04137931034
15	0.6641443132	0.06238292891	0.04597701149	0.04942528736
16	0.6621946972	0.06261205376	0.06896551724	0.05172413793
17	0.6612154311	0.06265698169	0.06896551724	0.04942528736
18	0.6595762919	0.06132206714	0.06896551724	0.04827586207
19	0.6585365858	0.06043339111	0.06896551724	0.04712643678
20	0.6569392173	0.06138782461	0.08045977011	0.04827586207
21	0.6559635625	0.06386000122	0.08045977011	0.04827586207
22	0.654457487	0.06517286991	0.08045977011	0.04712643678
23	0.6534290315	0.06366982404	0.08045977011	0.04597701149
24	0.6518670255	0.06581531655	0.08045977011	0.04827586207
25	0.6509536664	0.06619708995	0.08045977011	0.05057471264
26	0.6494935223	0.06224672606	0.05747126437	0.05057471264
27	0.6482543989	0.06606534696	0.06896551724	0.05287356322
28	0.6477554754	0.06679590099	0.06896551724	0.05402298851
29	0.6468375736	0.06858511221	0.06896551724	0.05632183908
30	0.6458206287	0.07150687223	0.08045977011	0.05747126437
31	0.6447851624	0.07020464635	0.06896551724	0.05747126437
32	0.644025022	0.0693471386	0.06896551724	0.05632183908
33	0.642833669	0.07990482272	0.1034482759	0.05747126437
34	0.6422057475	0.08167989418	0.1149425287	0.05747126437
35	0.6416037905	0.08261448641	0.1149425287	0.05862068966
36	0.6408488324	0.08134008393	0.1149425287	0.05862068966
37	0.6400218257	0.08774630542	0.1264367816	0.05862068966
38	0.6395821619	0.08906677614	0.1264367816	0.05977011494
39	0.6387974362	0.08694885362	0.1264367816	0.05862068966
40	0.6382889157	0.08728638326	0.1264367816	0.05862068966
41	0.6375654997	0.08829060999	0.1379310345	0.05977011494
42	0.6370650233	0.08890181232	0.1264367816	0.05977011494
43	0.6362387546	0.09295824971	0.1494252874	0.06206896552
44	0.6352569287	0.094905887	0.1494252874	0.06091954023
45	0.6344763952	0.09253998662	0.1379310345	0.0632183908
46	0.6336930826	0.09217737031	0.1379310345	0.0632183908
47	0.6331898917	0.08999711123	0.1264367816	0.06436781609
48	0.6325081037	0.0903825336	0.1264367816	0.06551724138
49	0.631698105	0.09093558049	0.1264367816	0.06436781609
50	0.6312476495	0.09082953232	0.1264367816	0.06436781609
51	0.6308760371	0.09033616128	0.1264367816	0.06436781609
52	0.6303141524	0.09227543636	0.1379310345	0.06436781609
53	0.6297203214	0.09326521924	0.1379310345	0.0632183908
54	0.6292316486	0.09336024448	0.1379310345	0.0632183908
55	0.6286094166	0.09485024022	0.1379310345	0.06436781609
56	0.6282722675	0.09186416712	0.1264367816	0.06436781609
57	0.6279666381	0.09156084656	0.1264367816	0.06436781609
58	0.6276102949	0.08969379067	0.1149425287	0.06436781609
59	0.6272014798	0.09156540777	0.1264367816	0.06436781609
60	0.6267690871	0.09375413767	0.1264367816	0.06666666667
61	0.6262175482	0.09512695372	0.1264367816	0.06666666667
62	0.625888469	0.09126360761	0.1149425287	0.06436781609
63	0.6253944371	0.09280768629	0.1264367816	0.06551724138
64	0.6251360443	0.09234054222	0.1149425287	0.06781609195
65	0.6246298397	0.09197070399	0.1149425287	0.06666666667
66	0.6239931977	0.0934873068	0.1149425287	0.06781609195
67	0.6236446796	0.09670486138	0.1149425287	0.07126436782
68	0.6230418073	0.09261573531	0.1149425287	0.06896551724
69	0.6226587486	0.09210487963	0.1149425287	0.06896551724
70	0.622237754	0.09486715472	0.1149425287	0.07126436782
71	0.6219274408	0.09429548288	0.1149425287	0.07126436782
72	0.6213312241	0.09461476768	0.1149425287	0.07126436782
73	0.6209621779	0.094879508	0.1149425287	0.07126436782
74	0.6203570646	0.09615246609	0.1149425287	0.0724137931
75	0.620138127	0.09694611689	0.1149425287	0.07356321839
76	0.6196625949	0.09755275801	0.1264367816	0.07126436782
77	0.6194498242	0.09947302804	0.1264367816	0.0724137931
78	0.6191905681	0.09908206705	0.1264367816	0.0724137931
79	0.6187471309	0.09884640446	0.1264367816	0.0724137931
80	0.6186611335	0.09863506833	0.1264367816	0.0724137931
81	0.6182618826	0.09743872773	0.1264367816	0.07126436782
82	0.6180163516	0.09705558596	0.1264367816	0.07126436782
83	0.6178548825	0.09641701636	0.1264367816	0.07126436782
84	0.6175557281	0.09780552515	0.1264367816	0.07126436782
85	0.6170964902	0.09873829289	0.1264367816	0.07011494253
86	0.616751493	0.09899372073	0.1264367816	0.07126436782
87	0.6164621729	0.09883407833	0.1264367816	0.07011494253
88	0.6161235225	0.09753299276	0.1264367816	0.07011494253
89	0.615428785	0.09690506599	0.1264367816	0.07126436782
90	0.6153197093	0.0954796874	0.1264367816	0.07011494253
91	0.6148751889	0.09588791583	0.1149425287	0.06896551724
92	0.6142922985	0.09683664781	0.1149425287	0.07011494253
93	0.614005234	0.09760293134	0.1149425287	0.07011494253
94	0.6137482393	0.0951604026	0.1034482759	0.06896551724
95	0.6135496364	0.0976257374	0.1149425287	0.06781609195
96	0.6133426177	0.09821185307	0.1264367816	0.06781609195
97	0.6130051475	0.09786976221	0.1264367816	0.06781609195
98	0.6128805031	0.09824606215	0.1264367816	0.06781609195
99	0.6124262287	0.09695904032	0.1149425287	0.06896551724
100	0.6119625572	0.09881545338	0.1149425287	0.07126436782
101	0.6116518133	0.09828635286	0.1034482759	0.0724137931
102	0.611382084	0.09793513957	0.1034482759	0.07126436782
103	0.611108823	0.09662607188	0.1034482759	0.07011494253
104	0.6107286527	0.09663975552	0.1034482759	0.07011494253
105	0.6103362114	0.09463016177	0.09195402299	0.07126436782
106	0.6099723484	0.1006384176	0.1149425287	0.0724137931
107	0.6092386081	0.09991508545	0.1034482759	0.07471264368
108	0.6088388409	0.1001765949	0.1149425287	0.07356321839
109	0.6084787469	0.09943539804	0.1149425287	0.07356321839
110	0.6080405573	0.1014476525	0.1149425287	0.07586206897
111	0.6079050775	0.1066740406	0.1264367816	0.07586206897
112	0.6075195088	0.106468406	0.1264367816	0.07586206897
113	0.6070010509	0.1069572158	0.1264367816	0.07586206897
114	0.6067075041	0.1044968224	0.1149425287	0.07586206897
115	0.606562064	0.104536733	0.1149425287	0.07586206897
116	0.6060346451	0.1076953719	0.1264367816	0.07586206897
117	0.6058095971	0.1073817886	0.1264367816	0.07586206897
118	0.6057341343	0.1074216992	0.1264367816	0.07586206897
119	0.6055367	0.1075657575	0.1264367816	0.07586206897
120	0.6050127571	0.1071590494	0.1379310345	0.07586206897
121	0.6046846844	0.1052589791	0.1264367816	0.07701149425
122	0.6044986622	0.1052589791	0.1264367816	0.07701149425
123	0.6043307065	0.1086990448	0.1379310345	0.07816091954
124	0.6041991767	0.1056339107	0.1264367816	0.07816091954
125	0.6038360789	0.1052234016	0.1264367816	0.07816091954
126	0.6036706585	0.1050991086	0.1264367816	0.07816091954
127	0.6033954812	0.1058710936	0.1264367816	0.07931034483
128	0.6030225252	0.1042560447	0.1149425287	0.08045977011
129	0.6026637812	0.1077043206	0.1264367816	0.0816091954
130	0.6022444713	0.1072728517	0.1264367816	0.08045977011
131	0.6019619536	0.1072337556	0.1264367816	0.08045977011
132	0.6017346326	0.1080274064	0.1264367816	0.08045977011
133	0.6011729373	0.1021581155	0.1149425287	0.07816091954
134	0.6007609749	0.1024853824	0.1149425287	0.07816091954
135	0.6006867893	0.1024853824	0.1149425287	0.07816091954
136	0.6002420644	0.1012386513	0.1149425287	0.07816091954
137	0.5998563384	0.1016734868	0.1149425287	0.07931034483
138	0.5994966598	0.09864218165	0.1034482759	0.07931034483
139	0.5993430406	0.09861861539	0.1034482759	0.07816091954
140	0.5991635915	0.09891908519	0.1034482759	0.07816091954
141	0.5989845034	0.1004106013	0.1034482759	0.07931034483
142	0.5988819831	0.1003193771	0.1034482759	0.07931034483
143	0.5985366353	0.1005215908	0.1034482759	0.07931034483
144	0.5982736311	0.1001065206	0.1034482759	0.07816091954
145	0.5980591893	0.1025832584	0.1149425287	0.07816091954
146	0.597765711	0.1032720013	0.1149425287	0.07931034483
147	0.5975751692	0.1030165735	0.1149425287	0.07931034483
148	0.5972928044	0.1004942236	0.1034482759	0.07931034483
149	0.5969932287	0.1026568079	0.1149425287	0.07931034483
150	0.5965459244	0.1036597043	0.1149425287	0.07931034483
151	0.5962414043	0.1039162724	0.1149425287	0.07931034483
152	0.5961579893	0.1037119302	0.1149425287	0.07931034483
153	0.59570025	0.1033515945	0.1149425287	0.07931034483
154	0.5955185671	0.1031752276	0.1149425287	0.07931034483
155	0.595122645	0.1036526344	0.1149425287	0.08045977011
156	0.5949377993	0.1022158528	0.1149425287	0.07816091954
157	0.594774655	0.1016989155	0.1149425287	0.07816091954
158	0.5943898976	0.1040129701	0.1149425287	0.07931034483
159	0.593845978	0.1046196113	0.1149425287	0.07931034483
160	0.5936225086	0.1060542643	0.1149425287	0.08045977011
161	0.5933981817	0.1093419855	0.1264367816	0.08045977011
162	0.5928410478	0.1099714327	0.1264367816	0.08045977011
163	0.5926067355	0.1115259913	0.1264367816	0.0816091954
164	0.5922884793	0.1114477991	0.1264367816	0.0816091954
165	0.5919393224	0.1114223866	0.1264367816	0.0816091954
166	0.591574442	0.1114552925	0.1264367816	0.08275862069
167	0.5911869184	0.1128957231	0.1379310345	0.08275862069
168	0.5906373197	0.1114855486	0.1264367816	0.0816091954
169	0.589980977	0.1127360807	0.1264367816	0.0816091954
170	0.5898694016	0.1151649258	0.1379310345	0.0816091954
171	0.5894970185	0.1131830794	0.1264367816	0.0816091954
172	0.5892632809	0.1197603463	0.1494252874	0.0816091954
173	0.5889791337	0.120335059	0.1494252874	0.0816091954
174	0.5887648093	0.1260023642	0.1609195402	0.0816091954
175	0.5886719128	0.1254071261	0.1494252874	0.0816091954
176	0.5883745007	0.1233044077	0.1379310345	0.0816091954
177	0.5881528468	0.1219246412	0.1379310345	0.0816091954
178	0.5880004447	0.1216965806	0.1379310345	0.0816091954
179	0.5876712033	0.1242675835	0.1494252874	0.0816091954
180	0.5876003005	0.1233097291	0.1494252874	0.08045977011
181	0.5873121851	0.1215582239	0.1379310345	0.08045977011
182	0.5868734101	0.1216357645	0.1379310345	0.08045977011
183	0.5866814027	0.1216426063	0.1379310345	0.08045977011
184	0.5863814009	0.1237225187	0.1379310345	0.0816091954
185	0.5862684794	0.1237453248	0.1379310345	0.0816091954
186	0.5859066752	0.1231523673	0.1379310345	0.0816091954
187	0.5857466391	0.1240577677	0.1379310345	0.08275862069
188	0.5856281781	0.125282453	0.1494252874	0.08275862069
189	0.5855005209	0.1254671821	0.1494252874	0.08390804598
190	0.5850928852	0.1259521909	0.1609195402	0.08390804598
191	0.5849749193	0.1252178359	0.1609195402	0.08390804598
192	0.5847657381	0.1272217281	0.1609195402	0.08390804598
193	0.584612059	0.122868812	0.1609195402	0.08505747126
194	0.5843585236	0.1236776668	0.1609195402	0.08390804598
195	0.5840599767	0.1228231998	0.1609195402	0.08390804598
