iter	PairLogit	MAP:top=10	PrecisionAt:top=1	PrecisionAt:top=10
196	0.5839198107	0.1247525923	0.1609195402	0.08275862069
197	0.5837497221	0.1240638494	0.1609195402	0.0816091954
198	0.5834838184	0.1240638494	0.1609195402	0.0816091954
199	0.5833203033	0.1257991623	0.1609195402	0.08390804598
200	0.583114016	0.1265367102	0.1609195402	0.08390804598
201	0.5830507842	0.1264409247	0.1609195402	0.08390804598
202	0.5826948382	0.1269380968	0.1609195402	0.08620689655
203	0.5824834443	0.1264203993	0.1609195402	0.08390804598
204	0.5821905211	0.1236553929	0.1494252874	0.08275862069
205	0.5820036848	0.1271547543	0.1609195402	0.08390804598
206	0.5815925974	0.1323693593	0.1724137931	0.08390804598
207	0.5814725669	0.1211761464	0.1379310345	0.08390804598
208	0.5812209499	0.1281563963	0.1494252874	0.08505747126
209	0.5810930356	0.1302815408	0.1609195402	0.08505747126
210	0.5808920867	0.1225384282	0.1494252874	0.08390804598
211	0.5806718211	0.1282574272	0.1724137931	0.08620689655
212	0.5803802377	0.1289254926	0.1724137931	0.08620689655
213	0.5801155876	0.1289711047	0.1724137931	0.08620689655
214	0.5799715937	0.1289711047	0.1724137931	0.08620689655
215	0.5797958975	0.1331953567	0.183908046	0.08620689655
216	0.5795910484	0.1318520799	0.183908046	0.08505747126
217	0.5793456678	0.132277869	0.183908046	0.08620689655
218	0.5789343594	0.1319889923	0.183908046	0.08620689655
219	0.5787242323	0.1326832087	0.183908046	0.08620689655
220	0.5782922989	0.132835097	0.183908046	0.08620689655
221	0.5780091673	0.1328031685	0.183908046	0.08620689655
222	0.5779204699	0.1331376574	0.183908046	0.08620689655
223	0.5777307943	0.1341798942	0.183908046	0.08620689655
224	0.5775357234	0.1339664295	0.183908046	0.08620689655
225	0.5772608716	0.1329439579	0.183908046	0.08735632184
226	0.577062007	0.1347538466	0.183908046	0.08735632184
227	0.5769194984	0.1332532081	0.183908046	0.08735632184
228	0.576642623	0.1327742808	0.183908046	0.08620689655
229	0.5765920036	0.1327742808	0.183908046	0.08620689655
230	0.5762618482	0.1323903789	0.183908046	0.08620689655
231	0.5762146638	0.1331566624	0.183908046	0.08620689655
232	0.5760255692	0.1340187314	0.183908046	0.08735632184
233	0.5758245741	0.1338271605	0.183908046	0.08735632184
234	0.5757478567	0.133535243	0.183908046	0.08735632184
235	0.5755552675	0.1325454601	0.183908046	0.08735632184
236	0.5752907608	0.1326726038	0.183908046	0.08735632184
237	0.5751191107	0.1328807091	0.183908046	0.08735632184
238	0.5749327096	0.1299220033	0.1724137931	0.08620689655
239	0.5747089918	0.1318377121	0.183908046	0.08620689655
240	0.5744887709	0.1322003284	0.183908046	0.08620689655
241	0.5741231086	0.1330298987	0.183908046	0.08620689655
242	0.5739656559	0.1300651113	0.1724137931	0.08620689655
243	0.5737122678	0.1296947409	0.1724137931	0.08620689655
244	0.5736026071	0.1295715882	0.1724137931	0.08620689655
245	0.5734678822	0.1315944855	0.183908046	0.08620689655
246	0.5732143397	0.1320574485	0.183908046	0.08620689655
247	0.5730703241	0.1320580186	0.183908046	0.08620689655
248	0.5729523626	0.1318436417	0.183908046	0.08620689655
249	0.5727675921	0.1325916804	0.183908046	0.08735632184
250	0.5726813363	0.1325916804	0.183908046	0.08735632184
251	0.5725349983	0.1325916804	0.183908046	0.08735632184
252	0.5722966072	0.1339668856	0.183908046	0.08850574713
253	0.5720982611	0.1334742748	0.183908046	0.08735632184
254	0.5718419433	0.1341607371	0.183908046	0.08850574713
255	0.5715054438	0.1361562671	0.183908046	0.08850574713
256	0.571390809	0.1359738186	0.183908046	0.08850574713
257	0.5711021025	0.1356598553	0.183908046	0.08735632184
258	0.5708353306	0.1351102293	0.183908046	0.08735632184
259	0.5704584373	0.1350851426	0.183908046	0.08735632184
260	0.5703852362	0.1356872225	0.183908046	0.08850574713
261	0.5702142492	0.1348183117	0.183908046	0.08735632184
262	0.569755234	0.1356108222	0.183908046	0.08735632184
263	0.5695937339	0.1388127927	0.1954022989	0.08850574713
264	0.569343248	0.1355763597	0.183908046	0.08735632184
265	0.5692553556	0.1350974325	0.183908046	0.08735632184
266	0.5689083942	0.1360951976	0.183908046	0.08850574713
267	0.5686237666	0.1357873158	0.183908046	0.08850574713
268	0.5684354832	0.1357873158	0.183908046	0.08850574713
269	0.5682914375	0.1369686695	0.1954022989	0.08620689655
270	0.5678635821	0.1369686695	0.1954022989	0.08620689655
271	0.5677641331	0.1356231122	0.183908046	0.08735632184
272	0.5674417974	0.1356915303	0.183908046	0.08735632184
273	0.5671796596	0.1365125484	0.183908046	0.08850574713
274	0.5669837397	0.1376186422	0.183908046	0.08850574713
275	0.5667054814	0.1389562174	0.183908046	0.08965517241
276	0.5665437366	0.1383262001	0.183908046	0.08850574713
277	0.5663870678	0.1383262001	0.183908046	0.08850574713
278	0.5660412102	0.1399864811	0.183908046	0.0908045977
279	0.5658536833	0.1388370558	0.183908046	0.08965517241
280	0.5656487955	0.1388370558	0.183908046	0.08965517241
281	0.565303974	0.1388142497	0.183908046	0.08965517241
282	0.5649879567	0.1388142497	0.183908046	0.08965517241
283	0.5646463236	0.1393889624	0.183908046	0.08965517241
284	0.5644327291	0.1406296119	0.183908046	0.0908045977
285	0.5642721488	0.1406296119	0.183908046	0.0908045977
286	0.5639726046	0.1411915531	0.183908046	0.0908045977
287	0.5639317594	0.1403103271	0.183908046	0.0908045977
288	0.5638030137	0.1400868277	0.183908046	0.08965517241
289	0.5634450303	0.1395637708	0.183908046	0.08965517241
290	0.5631553014	0.1417845486	0.1954022989	0.08965517241
291	0.5629678925	0.1409544082	0.1954022989	0.08965517241
292	0.5627393773	0.1414865495	0.1954022989	0.08965517241
293	0.5626351768	0.1424444039	0.1954022989	0.08965517241
294	0.5624326846	0.1451136248	0.2068965517	0.08965517241
295	0.5621511926	0.1451136248	0.2068965517	0.08965517241
296	0.5619941372	0.1461991932	0.2068965517	0.0908045977
297	0.5618549528	0.148114902	0.2068965517	0.0908045977
298	0.5615665978	0.1443741384	0.183908046	0.08965517241
299	0.5612942663	0.1428750203	0.183908046	0.08850574713
300	0.5610864328	0.1435135899	0.1954022989	0.08850574713
301	0.5609882398	0.1435135899	0.1954022989	0.08850574713
302	0.5608921034	0.1445398625	0.1954022989	0.08965517241
303	0.5606496168	0.1431509736	0.1954022989	0.08850574713
304	0.5605050515	0.1458603332	0.2068965517	0.08965517241
305	0.5602474069	0.1458603332	0.2068965517	0.08965517241
306	0.5601183364	0.1454984771	0.2068965517	0.08965517241
307	0.5599090043	0.1449237644	0.2068965517	0.08850574713
308	0.5597621084	0.1467300042	0.2068965517	0.0908045977
309	0.5596449681	0.1465931678	0.2068965517	0.0908045977
310	0.5593670933	0.1463784488	0.2068965517	0.0908045977
311	0.5590494668	0.1463784488	0.2068965517	0.0908045977
312	0.5588880864	0.1483967849	0.2183908046	0.0908045977
313	0.5586926491	0.1481573213	0.2183908046	0.0908045977
314	0.5582174784	0.14630775	0.2068965517	0.0908045977
315	0.5580986804	0.1468824626	0.2068965517	0.0908045977
316	0.5577511353	0.1468824626	0.2068965517	0.0908045977
317	0.5575061513	0.1467627308	0.2068965517	0.0908045977
318	0.5574278506	0.1470500872	0.2068965517	0.0908045977
319	0.5571746956	0.1451583247	0.1954022989	0.0908045977
320	0.5569579353	0.1461538091	0.2068965517	0.08965517241
321	0.5568525965	0.1461538091	0.2068965517	0.08965517241
322	0.5566797195	0.1457113716	0.2068965517	0.08965517241
323	0.5564697748	0.1460306564	0.2068965517	0.08965517241
324	0.5563642812	0.1460306564	0.2068965517	0.08965517241
325	0.5561017599	0.1457433001	0.2068965517	0.08965517241
326	0.5557855138	0.1457433001	0.2068965517	0.08965517241
327	0.5555949882	0.1457433001	0.2068965517	0.08965517241
328	0.5553337743	0.1455389578	0.2068965517	0.08965517241
329	0.5551819575	0.1456621105	0.2068965517	0.08965517241
330	0.5549028112	0.1459102404	0.2068965517	0.0908045977
331	0.5546374442	0.1458623477	0.2068965517	0.0908045977
332	0.5544484685	0.1458623477	0.2068965517	0.0908045977
333	0.5539587222	0.1467266973	0.2068965517	0.09195402299
334	0.5536712439	0.1463085862	0.2068965517	0.09195402299
335	0.5532565358	0.1471045176	0.2183908046	0.0908045977
336	0.5529523299	0.1474656135	0.2183908046	0.0908045977
337	0.5526056025	0.1472071449	0.2183908046	0.0908045977
338	0.552222235	0.1477312281	0.2183908046	0.09195402299
339	0.551947499	0.1479572614	0.2183908046	0.09195402299
340	0.5518425825	0.1481208949	0.2183908046	0.09195402299
341	0.5515979288	0.1467491106	0.2068965517	0.09195402299
342	0.5513007939	0.1485566807	0.2183908046	0.09195402299
343	0.5510156067	0.1555940978	0.2298850575	0.09425287356
344	0.5508518983	0.1569882321	0.2298850575	0.09425287356
345	0.5502125475	0.151600301	0.2183908046	0.09540229885
346	0.5499723566	0.1516331418	0.2183908046	0.09425287356
347	0.5497735431	0.152198732	0.2183908046	0.09540229885
348	0.5494813801	0.1504451742	0.2183908046	0.09425287356
349	0.5492092213	0.1518340631	0.2183908046	0.09540229885
350	0.5488022839	0.1519971264	0.2183908046	0.09540229885
351	0.5483828674	0.1522092228	0.2183908046	0.09655172414
352	0.5480032126	0.1482820197	0.1954022989	0.09540229885
353	0.5476474511	0.1481574986	0.1954022989	0.09540229885
354	0.5472776679	0.155372879	0.2183908046	0.09425287356
355	0.5471136128	0.1552292009	0.2183908046	0.09425287356
356	0.5469433325	0.1577196223	0.2183908046	0.09425287356
357	0.5465069776	0.1577196223	0.2183908046	0.09425287356
358	0.5459703168	0.1552770936	0.2183908046	0.09425287356
359	0.5457605163	0.1554440339	0.2183908046	0.09310344828
360	0.5453540941	0.1542201089	0.2068965517	0.09310344828
361	0.5448281307	0.1557444657	0.2068965517	0.09310344828
362	0.5444371331	0.1571812473	0.2183908046	0.09425287356
363	0.5441514036	0.1574111324	0.2183908046	0.09540229885
364	0.543613753	0.1569930213	0.2183908046	0.09540229885
365	0.5431437769	0.1570108101	0.2183908046	0.09540229885
366	0.5426860788	0.1569027854	0.2183908046	0.09425287356
367	0.5424396605	0.1568495712	0.2183908046	0.09425287356
368	0.5421514221	0.1559054005	0.2183908046	0.09310344828
369	0.5417885394	0.156916393	0.2183908046	0.09540229885
370	0.5413266094	0.1581426747	0.2183908046	0.09540229885
371	0.5408354833	0.1591256158	0.2183908046	0.09540229885
372	0.5405274128	0.1593536763	0.2183908046	0.09540229885
373	0.5400583118	0.1602796023	0.2183908046	0.09655172414
374	0.539801799	0.161381591	0.2183908046	0.09655172414
375	0.5394158532	0.1614021164	0.2183908046	0.09655172414
376	0.5389667844	0.1620224412	0.2183908046	0.09655172414
377	0.5386516317	0.1621788907	0.2183908046	0.09655172414
378	0.5384872433	0.1618641671	0.2183908046	0.09655172414
379	0.5380336712	0.1608607006	0.2068965517	0.09655172414
380	0.5373942316	0.1608994709	0.2068965517	0.09655172414
381	0.5370223844	0.1614802652	0.2183908046	0.09655172414
382	0.536710761	0.1611374141	0.2183908046	0.09540229885
383	0.5362300848	0.1612544852	0.2183908046	0.09540229885
384	0.5358657635	0.161585173	0.2183908046	0.09425287356
385	0.5355756259	0.1613457094	0.2183908046	0.09425287356
386	0.5350770839	0.1610902816	0.2183908046	0.09425287356
387	0.5347891379	0.1614141276	0.2298850575	0.09540229885
388	0.5340542481	0.1605644119	0.2183908046	0.09540229885
389	0.5337246366	0.1614264809	0.2298850575	0.09425287356
390	0.5333337104	0.1614264809	0.2298850575	0.09425287356
391	0.5326607706	0.1629658897	0.2298850575	0.09655172414
392	0.5321809054	0.1623052743	0.2298850575	0.09655172414
393	0.5317531983	0.1621889634	0.2298850575	0.09540229885
394	0.5310704479	0.1649180882	0.2298850575	0.09655172414
395	0.5304359825	0.1645988034	0.2298850575	0.09655172414
396	0.5300292089	0.1647211959	0.2298850575	0.09655172414
397	0.5294433787	0.1661420133	0.2413793103	0.09655172414
398	0.5288557533	0.1663639923	0.2413793103	0.09770114943
399	0.5285249511	0.1657208615	0.2413793103	0.09655172414
400	0.5279679693	0.1680149608	0.2413793103	0.09770114943
401	0.5274003864	0.1650007168	0.2413793103	0.09770114943
402	0.5268417571	0.1656240823	0.2413793103	0.09885057471
403	0.5261468353	0.1659114386	0.2413793103	0.09885057471
404	0.5256315314	0.1660026629	0.2413793103	0.09885057471
405	0.524978336	0.1662810488	0.2413793103	0.09885057471
406	0.5243241922	0.1661533349	0.2413793103	0.09885057471
407	0.523757391	0.1655940163	0.2413793103	0.09885057471
408	0.5233411338	0.1663397744	0.2413793103	0.1
409	0.5229056492	0.1665594728	0.2413793103	0.1
410	0.5224480812	0.1668481975	0.2413793103	0.1
411	0.5220149529	0.1667574293	0.2413793103	0.1
412	0.5213388558	0.1668661817	0.2413793103	0.1
413	0.520710734	0.1666362966	0.2413793103	0.09885057471
414	0.5199174973	0.1670452852	0.2413793103	0.1
415	0.5195447928	0.1663684014	0.2413793103	0.09885057471
416	0.518955089	0.1679928769	0.2413793103	0.1
417	0.5185389586	0.1689546409	0.2413793103	0.1011494253
418	0.5179885295	0.1674768084	0.2298850575	0.1
419	0.5176164953	0.1675589102	0.2298850575	0.1
420	0.5170404289	0.1693671772	0.2413793103	0.1
421	0.516571933	0.1695291002	0.2413793103	0.1
422	0.5161405083	0.1670429358	0.2298850575	0.1
423	0.5156984496	0.1668718904	0.2298850575	0.09885057471
424	0.5152781734	0.1671613246	0.2298850575	0.1
425	0.5148554643	0.1666390659	0.2298850575	0.09885057471
426	0.5142864404	0.168992651	0.2413793103	0.09770114943
427	0.5137297167	0.1676197264	0.2413793103	0.09770114943
428	0.5126984059	0.1682475445	0.2413793103	0.09885057471
429	0.5121621164	0.1687165891	0.2413793103	0.09885057471
430	0.5113884453	0.1693884556	0.2413793103	0.1
431	0.5106685158	0.1694158228	0.2413793103	0.1
432	0.5099626842	0.1688958447	0.2413793103	0.1
433	0.5091669861	0.1740910646	0.2643678161	0.1
434	0.5085164972	0.1704509644	0.2413793103	0.1
435	0.5079694616	0.1747590287	0.2528735632	0.1011494253
436	0.5072713574	0.1735528416	0.2528735632	0.1011494253
437	0.5067865872	0.1737487203	0.2528735632	0.1011494253
438	0.5061410366	0.1738308221	0.2528735632	0.1011494253
439	0.5054702583	0.1739220464	0.2528735632	0.1011494253
440	0.5049324328	0.1729048962	0.2528735632	0.1
441	0.5043517432	0.1711146207	0.2413793103	0.1022988506
442	0.5039764163	0.1698283591	0.2413793103	0.1011494253
443	0.503236843	0.1699651954	0.2413793103	0.1011494253
444	0.5023259736	0.1688730387	0.2413793103	0.1
445	0.5017407789	0.1701889482	0.2413793103	0.1
446	0.5011735558	0.1718173007	0.2413793103	0.1011494253
447	0.5008186623	0.172038266	0.2413793103	0.1011494253
448	0.5001011078	0.1729961204	0.2528735632	0.1011494253
449	0.4995880044	0.172663152	0.2528735632	0.1011494253
450	0.4989300158	0.1776075052	0.275862069	0.1011494253
451	0.4983734671	0.1775938216	0.2643678161	0.1011494253
452	0.4976193242	0.1772106798	0.2643678161	0.1011494253
453	0.4971004525	0.1763714169	0.275862069	0.1
454	0.4965288977	0.176424631	0.2643678161	0.1011494253
455	0.4961425108	0.1795855506	0.275862069	0.1011494253
456	0.4955392818	0.1799367639	0.275862069	0.1011494253
457	0.4952035909	0.1796671456	0.275862069	0.1011494253
458	0.4946199514	0.1806125327	0.275862069	0.1022988506
459	0.4941350411	0.1819596105	0.275862069	0.1034482759
460	0.4934736535	0.179295863	0.2643678161	0.1034482759
461	0.4928254051	0.1792456897	0.2643678161	0.1034482759
462	0.4924918845	0.1793369139	0.2643678161	0.1034482759
463	0.4917831127	0.179232006	0.2643678161	0.1034482759
464	0.491158481	0.1805730022	0.2643678161	0.1045977011
465	0.4906397085	0.1813195205	0.2643678161	0.1057471264
466	0.4901209876	0.1783243249	0.2528735632	0.1057471264
467	0.4896298191	0.1815012087	0.2643678161	0.1057471264
468	0.4890225174	0.181622841	0.2643678161	0.1057471264
469	0.4885625907	0.1784459572	0.2528735632	0.1057471264
470	0.487949518	0.1816518373	0.2643678161	0.1057471264
