iter	QueryRMSE	MAP:top=10	PrecisionAt:top=1	PrecisionAt:top=10
133	0.1731299598	0.1962119139	0.2643678161	0.1034482759
134	0.1730814055	0.1957329867	0.2643678161	0.1034482759
135	0.1730387443	0.1962119139	0.2643678161	0.1034482759
136	0.1729796435	0.1960231938	0.2643678161	0.1034482759
137	0.1729246583	0.1963880907	0.2643678161	0.1034482759
138	0.1728767501	0.1962284483	0.2643678161	0.1045977011
139	0.1728346039	0.1966634738	0.2643678161	0.1045977011
140	0.1727649036	0.1980455209	0.2643678161	0.1045977011
141	0.1726918867	0.1991858238	0.275862069	0.1045977011
142	0.1726077989	0.1996835026	0.275862069	0.1045977011
143	0.1725522029	0.2044727746	0.2873563218	0.1045977011
144	0.1725107038	0.2024932089	0.275862069	0.1045977011
145	0.1724732117	0.2024932089	0.275862069	0.1045977011
146	0.1724224775	0.2009880091	0.2643678161	0.1057471264
147	0.1723625275	0.2009880091	0.2643678161	0.1057471264
148	0.172301189	0.2040622656	0.275862069	0.1057471264
149	0.1722733366	0.2035149202	0.275862069	0.1057471264
150	0.1722335296	0.2035149202	0.275862069	0.1057471264
151	0.1721536893	0.2051355187	0.275862069	0.108045977
152	0.172111661	0.2052541102	0.275862069	0.108045977
153	0.1720559344	0.2050944678	0.275862069	0.108045977
154	0.1719846763	0.2057330374	0.275862069	0.1091954023
155	0.1719303249	0.205720494	0.275862069	0.1091954023
156	0.1719020641	0.2062678394	0.275862069	0.1091954023
157	0.1718268406	0.2032403353	0.2643678161	0.1091954023
158	0.1717725813	0.2046862393	0.2643678161	0.1091954023
159	0.17171146	0.2035913205	0.2643678161	0.1091954023
160	0.1716701733	0.2046175931	0.2643678161	0.1091954023
161	0.1716429531	0.2040191622	0.2643678161	0.1091954023
162	0.1716158953	0.2040191622	0.2643678161	0.1091954023
163	0.1715859713	0.203950744	0.2643678161	0.1091954023
164	0.1715257581	0.2040989834	0.2643678161	0.1091954023
165	0.1714834215	0.2041810852	0.2643678161	0.1091954023
166	0.1714106902	0.2142394687	0.2988505747	0.1091954023
167	0.1713681997	0.214534427	0.2988505747	0.1091954023
168	0.1713363254	0.2153280778	0.2988505747	0.1103448276
169	0.1712906363	0.2135149962	0.2988505747	0.1103448276
170	0.171243513	0.2140358866	0.2988505747	0.1091954023
171	0.1711934437	0.2141179884	0.2988505747	0.1091954023
172	0.1711475855	0.2141179884	0.2988505747	0.1091954023
173	0.1711227015	0.2141179884	0.2988505747	0.1091954023
174	0.1710572084	0.2149219019	0.2988505747	0.1091954023
175	0.1710220883	0.214967514	0.2988505747	0.1091954023
176	0.1709655855	0.2153506558	0.2988505747	0.1103448276
177	0.1709069607	0.2154357984	0.2988505747	0.1103448276
178	0.1708548756	0.2164552292	0.2988505747	0.1103448276
179	0.1708049084	0.2164552292	0.2988505747	0.1103448276
180	0.1707344313	0.2176905573	0.2988505747	0.1103448276
181	0.1706783503	0.2144406941	0.2873563218	0.1103448276
182	0.1706265206	0.2173142573	0.2988505747	0.1103448276
183	0.1705882574	0.2172184719	0.2988505747	0.1103448276
184	0.1705508848	0.2172184719	0.2988505747	0.1103448276
185	0.1705037616	0.2171158446	0.2988505747	0.1103448276
186	0.1704636062	0.2176905573	0.2988505747	0.1114942529
187	0.1703799971	0.222843966	0.3103448276	0.1149425287
188	0.1703360577	0.222843966	0.3103448276	0.1149425287
189	0.1702576844	0.2227922723	0.2988505747	0.116091954
190	0.1701951301	0.2177338888	0.2873563218	0.1172413793
191	0.1701221126	0.2199871272	0.2873563218	0.1172413793
192	0.1700655158	0.2172922115	0.275862069	0.1172413793
193	0.1700304117	0.219492996	0.2873563218	0.1172413793
194	0.1699915686	0.220502164	0.2873563218	0.1172413793
195	0.1699519804	0.2208396937	0.2988505747	0.116091954
196	0.1699048774	0.2213186209	0.2988505747	0.116091954
197	0.1698558418	0.2218112317	0.3103448276	0.1149425287
198	0.1698052826	0.223412217	0.3103448276	0.1172413793
199	0.1697719372	0.222780033	0.3103448276	0.1172413793
200	0.1697476681	0.222780033	0.3103448276	0.1172413793
201	0.1696916951	0.2228386772	0.3103448276	0.1172413793
202	0.1696493442	0.2229755135	0.3103448276	0.1172413793
203	0.1696094314	0.2231670844	0.3103448276	0.1172413793
204	0.1695677631	0.2230628282	0.3103448276	0.1172413793
205	0.1695414093	0.2226796864	0.3103448276	0.1172413793
206	0.1694914267	0.2220411168	0.2988505747	0.1172413793
207	0.1694467685	0.2214919469	0.2988505747	0.1172413793
208	0.1694122867	0.2194644884	0.2873563218	0.1172413793
209	0.1693790081	0.2196241308	0.2873563218	0.1172413793
210	0.1693286914	0.220460657	0.2873563218	0.1183908046
211	0.1692947409	0.2222395295	0.2873563218	0.1195402299
212	0.1692503665	0.2205728628	0.2873563218	0.1195402299
213	0.1691908215	0.2216265027	0.2873563218	0.1195402299
214	0.1691525977	0.2215051744	0.2873563218	0.1195402299
215	0.1691190575	0.2215307172	0.2873563218	0.1195402299
216	0.1690953515	0.2220096444	0.2873563218	0.1195402299
217	0.1690512404	0.2209400403	0.2873563218	0.1183908046
218	0.1690099906	0.2213368657	0.2873563218	0.1183908046
219	0.1689857806	0.2215193142	0.2873563218	0.1183908046
220	0.1689413218	0.2215193142	0.2873563218	0.1172413793
221	0.1689009263	0.2213665136	0.2873563218	0.116091954
222	0.1688710176	0.221902456	0.2873563218	0.1183908046
223	0.1688390792	0.2220050832	0.2873563218	0.1183908046
224	0.1687891132	0.2221327971	0.2873563218	0.1172413793
225	0.1687542644	0.222444784	0.2873563218	0.1183908046
226	0.1687008408	0.2254850848	0.2873563218	0.1172413793
227	0.1686382236	0.2265683726	0.2873563218	0.1195402299
228	0.168607919	0.2264205893	0.2873563218	0.1183908046
229	0.1685717242	0.226682859	0.2873563218	0.1183908046
230	0.1685130969	0.2266007572	0.2873563218	0.1183908046
231	0.1684673714	0.2263088396	0.2873563218	0.1195402299
232	0.168421088	0.2267325762	0.2873563218	0.1195402299
233	0.1683670002	0.2260556924	0.2873563218	0.1195402299
234	0.1683328459	0.2279458584	0.2988505747	0.1195402299
235	0.1682744157	0.2282012863	0.2988505747	0.1195402299
236	0.1682503447	0.2282012863	0.2988505747	0.1195402299
237	0.1682036585	0.2283652944	0.2988505747	0.1183908046
238	0.1681698912	0.2286663343	0.2988505747	0.1183908046
239	0.1681134491	0.228940007	0.2988505747	0.1183908046
240	0.1680953732	0.2286845792	0.2988505747	0.1183908046
241	0.1680513374	0.2292222374	0.2988505747	0.1195402299
242	0.1680343152	0.2291538193	0.2988505747	0.1195402299
243	0.1680084301	0.2293618105	0.3103448276	0.1172413793
244	0.1679452504	0.2285407924	0.2988505747	0.116091954
245	0.1679094071	0.2301372164	0.3103448276	0.1172413793
246	0.1678540659	0.229567065	0.2988505747	0.1172413793
247	0.1678031653	0.2294302287	0.2988505747	0.1172413793
248	0.1677817359	0.2294302287	0.2988505747	0.1172413793
249	0.1677465207	0.2308639695	0.3103448276	0.1172413793
250	0.1677018648	0.2307841483	0.3103448276	0.1172413793
251	0.1676778195	0.2309620355	0.3103448276	0.1172413793
252	0.1676370042	0.2307841483	0.3103448276	0.1172413793
253	0.1675930153	0.2316462172	0.3103448276	0.1172413793
254	0.1675751635	0.2325022046	0.3103448276	0.1195402299
255	0.1675228064	0.2325090464	0.3103448276	0.1195402299
256	0.1674905382	0.2325516177	0.3103448276	0.1195402299
257	0.1674137059	0.2325835462	0.3103448276	0.1195402299
258	0.1673527563	0.2325835462	0.3103448276	0.1195402299
259	0.1673252106	0.2325835462	0.3103448276	0.1195402299
260	0.1672690291	0.2326519644	0.3103448276	0.1195402299
261	0.1672262158	0.2326519644	0.3103448276	0.1195402299
262	0.1671580739	0.2326348598	0.3103448276	0.1195402299
263	0.1671349469	0.2326348598	0.3103448276	0.1195402299
264	0.1670859771	0.2329988445	0.3103448276	0.1195402299
265	0.1670576536	0.2329988445	0.3103448276	0.1195402299
266	0.1670223885	0.2333044457	0.3103448276	0.1195402299
267	0.1669894276	0.2348735024	0.3103448276	0.1218390805
268	0.1669432122	0.2361506416	0.2988505747	0.1218390805
269	0.1668996942	0.2347526303	0.2988505747	0.1195402299
270	0.166858088	0.2347526303	0.2988505747	0.1195402299
271	0.1668152241	0.2337947759	0.2988505747	0.1195402299
272	0.1667847212	0.2339810254	0.2988505747	0.1195402299
273	0.166749637	0.2339810254	0.2988505747	0.1195402299
274	0.1667220489	0.2338061789	0.2988505747	0.1195402299
275	0.1666900075	0.2349198747	0.2988505747	0.1195402299
276	0.1666609499	0.23576826	0.2988505747	0.1195402299
277	0.1666389435	0.2365345436	0.2988505747	0.1206896552
278	0.1665927338	0.2381803807	0.3103448276	0.1206896552
279	0.1665486792	0.238279207	0.2988505747	0.1218390805
280	0.1665294253	0.2383324211	0.2988505747	0.1218390805
281	0.1664848022	0.2400991303	0.2988505747	0.1229885057
282	0.1664752885	0.2401949158	0.2988505747	0.1229885057
283	0.1664497086	0.2405506903	0.2988505747	0.1229885057
284	0.1664072491	0.2419996351	0.3103448276	0.124137931
285	0.1663907368	0.2419996351	0.3103448276	0.124137931
286	0.1663411316	0.2421091042	0.3103448276	0.124137931
287	0.1663091854	0.2427697196	0.3103448276	0.124137931
288	0.1662774383	0.2418631789	0.3103448276	0.124137931
289	0.1662664325	0.2420273825	0.3103448276	0.1229885057
290	0.1662205405	0.2403511373	0.3103448276	0.1229885057
291	0.1661857596	0.2395848537	0.3103448276	0.1218390805
292	0.1661377125	0.2395921843	0.3103448276	0.1218390805
293	0.1660913803	0.2399406282	0.3103448276	0.1218390805
294	0.1660437427	0.2416335979	0.3103448276	0.1229885057
295	0.1660111872	0.2419927933	0.3103448276	0.1229885057
296	0.1659808915	0.2425675059	0.3103448276	0.124137931
297	0.1659783684	0.2425675059	0.3103448276	0.124137931
298	0.1659309794	0.2434082892	0.3103448276	0.1252873563
299	0.165865451	0.2434082892	0.3103448276	0.1252873563
300	0.1658220635	0.2439723591	0.3103448276	0.1252873563
301	0.1657825211	0.2448237852	0.3103448276	0.1264367816
302	0.1657475856	0.2448237852	0.3103448276	0.1264367816
303	0.1657029041	0.2423105577	0.3103448276	0.1229885057
304	0.1656971496	0.2423105577	0.3103448276	0.1229885057
305	0.1656549285	0.2423105577	0.3103448276	0.1229885057
306	0.1656355739	0.2423105577	0.3103448276	0.1229885057
307	0.1655765003	0.2427894849	0.3103448276	0.1229885057
308	0.1655387962	0.2427894849	0.3103448276	0.1229885057
309	0.1654966937	0.2433429119	0.3103448276	0.124137931
310	0.1654522722	0.2442901235	0.3103448276	0.1252873563
311	0.1653952248	0.2449286931	0.3103448276	0.1264367816
312	0.1653341337	0.2454623548	0.3103448276	0.1264367816
313	0.1652926155	0.2446002858	0.3103448276	0.1252873563
314	0.1652660448	0.2447371222	0.3103448276	0.1252873563
315	0.1652046648	0.2456665957	0.3218390805	0.1264367816
316	0.1651973802	0.2457943096	0.3218390805	0.1264367816
317	0.1651727972	0.2459003578	0.3218390805	0.1264367816
318	0.1651293106	0.2462196426	0.3218390805	0.1264367816
319	0.1650709231	0.2469806047	0.3218390805	0.1264367816
320	0.1650315603	0.2472998895	0.3218390805	0.1264367816
321	0.1649775667	0.2469692017	0.3218390805	0.1264367816
322	0.1649273221	0.2475165471	0.3218390805	0.1275862069
323	0.1648875413	0.2469988496	0.3218390805	0.1264367816
324	0.1648385281	0.2478335513	0.3218390805	0.1264367816
325	0.164798177	0.2478335513	0.3218390805	0.1264367816
326	0.1647547574	0.2501111162	0.3218390805	0.1275862069
327	0.1647224425	0.2502920442	0.3218390805	0.1275862069
328	0.1646841875	0.2506721452	0.3218390805	0.1275862069
329	0.164648989	0.2513043291	0.3218390805	0.1287356322
330	0.1645996854	0.2505182803	0.3218390805	0.1275862069
331	0.1645479307	0.2519185722	0.3218390805	0.1287356322
332	0.1645288246	0.2516403383	0.3218390805	0.1287356322
333	0.1644973533	0.2522070689	0.3218390805	0.1287356322
334	0.1644942984	0.2522070689	0.3218390805	0.1287356322
335	0.1644476491	0.2531546605	0.3218390805	0.1298850575
336	0.1644245911	0.2533564942	0.3218390805	0.1298850575
337	0.1644173556	0.2533564942	0.3218390805	0.1298850575
338	0.1643807261	0.253510435	0.3218390805	0.1298850575
339	0.1643416823	0.2537403201	0.3218390805	0.1298850575
340	0.1643015626	0.2542876655	0.3218390805	0.1298850575
341	0.1642670832	0.2542876655	0.3218390805	0.1298850575
342	0.1642362834	0.2555488404	0.3218390805	0.1298850575
343	0.1641899195	0.2557404113	0.3218390805	0.1298850575
344	0.1641333357	0.257847691	0.3333333333	0.1298850575
345	0.1640966038	0.2575922632	0.3333333333	0.1298850575
346	0.1640612402	0.2575922632	0.3333333333	0.1298850575
347	0.164031399	0.2585729236	0.3333333333	0.1310344828
348	0.163975769	0.2594897271	0.3333333333	0.1310344828
349	0.1639529163	0.2608307233	0.3333333333	0.1310344828
350	0.1639068999	0.2608307233	0.3333333333	0.1310344828
351	0.163904013	0.2608307233	0.3333333333	0.1310344828
352	0.1638561836	0.2608687334	0.3333333333	0.1310344828
353	0.1638246699	0.2608687334	0.3333333333	0.1310344828
354	0.163777952	0.259910879	0.3333333333	0.1310344828
355	0.1637525207	0.2605494486	0.3333333333	0.1310344828
356	0.1637178664	0.2614160788	0.3333333333	0.132183908
357	0.1636728044	0.2615474417	0.3333333333	0.132183908
358	0.1636348497	0.2616751556	0.3333333333	0.132183908
359	0.163619145	0.2616751556	0.3333333333	0.132183908
360	0.1635836439	0.2618119919	0.3333333333	0.132183908
361	0.1635439391	0.2615451611	0.3333333333	0.132183908
362	0.1635025964	0.2616161132	0.3333333333	0.132183908
363	0.1634678445	0.2615451611	0.3333333333	0.132183908
364	0.1634117689	0.2620468943	0.3333333333	0.132183908
365	0.163384595	0.2620468943	0.3333333333	0.132183908
366	0.163341644	0.2632966663	0.3333333333	0.1333333333
367	0.163311785	0.2611893866	0.3333333333	0.132183908
368	0.1633084573	0.2611893866	0.3333333333	0.132183908
369	0.1632627762	0.2624756482	0.3333333333	0.1333333333
370	0.1632595502	0.2624756482	0.3333333333	0.1333333333
371	0.1632018939	0.2688932727	0.3448275862	0.1333333333
372	0.1631465694	0.2692125575	0.3448275862	0.1333333333
373	0.1630987059	0.2704942579	0.3448275862	0.1344827586
374	0.1630724741	0.270430401	0.3448275862	0.1344827586
375	0.1630256825	0.270430401	0.3448275862	0.1344827586
376	0.1629857547	0.270042698	0.3448275862	0.1333333333
377	0.1629629639	0.2701704119	0.3448275862	0.1333333333
378	0.1629284804	0.2760999868	0.3563218391	0.1333333333
379	0.1628710496	0.2710739119	0.3448275862	0.1333333333
380	0.1628302469	0.2768210383	0.3563218391	0.1333333333
381	0.1627887047	0.2761824687	0.3563218391	0.1333333333
382	0.1627308694	0.2750330434	0.3563218391	0.132183908
383	0.1626970474	0.2750330434	0.3563218391	0.132183908
384	0.1626920356	0.2752884713	0.3563218391	0.132183908
385	0.1626512776	0.2771038334	0.3563218391	0.1344827586
386	0.1626191633	0.2771722516	0.3563218391	0.1344827586
387	0.1625836693	0.2762306149	0.3563218391	0.1333333333
388	0.1625358869	0.2773002189	0.3563218391	0.1333333333
389	0.1624872432	0.2773321474	0.3563218391	0.1333333333
390	0.1624384146	0.279630998	0.3563218391	0.1356321839
391	0.1623908667	0.279567141	0.3563218391	0.1356321839
392	0.1623532204	0.2810677796	0.3563218391	0.1367816092
393	0.1623502652	0.2810677796	0.3563218391	0.1367816092
394	0.1623131059	0.2810677796	0.3563218391	0.1367816092
395	0.1622814038	0.2810677796	0.3563218391	0.1367816092
396	0.1622367179	0.2810677796	0.3563218391	0.1367816092
397	0.1621906632	0.2799742292	0.3563218391	0.1356321839
398	0.1621502353	0.280293514	0.3563218391	0.1356321839
399	0.1621105346	0.2811542146	0.3563218391	0.1356321839
400	0.162081717	0.2811542146	0.3563218391	0.1356321839
401	0.1620792521	0.2811542146	0.3563218391	0.1356321839
402	0.162023829	0.2823515326	0.3563218391	0.1367816092
403	0.1619971125	0.2824313538	0.3563218391	0.1367816092
404	0.1619499349	0.2832934227	0.3563218391	0.1379310345
405	0.1619035054	0.2833333333	0.3563218391	0.1379310345
406	0.1618584598	0.2833333333	0.3563218391	0.1379310345
407	0.1618122477	0.283196497	0.3563218391	0.1379310345
408	0.161761422	0.2826388889	0.3563218391	0.1390804598
409	0.1617211363	0.2845945083	0.3563218391	0.1390804598
410	0.1616946511	0.2837324393	0.3563218391	0.1379310345
411	0.1616572738	0.2845945083	0.3563218391	0.1390804598
412	0.1616547263	0.2845945083	0.3563218391	0.1390804598
413	0.1616144207	0.2831896552	0.3563218391	0.1367816092
414	0.1615789269	0.2831497446	0.3563218391	0.1367816092
415	0.1615591807	0.2832523718	0.3563218391	0.1367816092
416	0.1615173819	0.2848462618	0.3563218391	0.1367816092
417	0.1614828892	0.2850378327	0.3563218391	0.1367816092
418	0.1614802341	0.2850378327	0.3563218391	0.1367816092
419	0.1614739408	0.2850378327	0.3563218391	0.1367816092
420	0.1614265228	0.2865624176	0.3563218391	0.1390804598
421	0.1613892886	0.2879321494	0.3563218391	0.1402298851
422	0.1613464873	0.2881237203	0.3563218391	0.1402298851
423	0.1613434086	0.2881237203	0.3563218391	0.1402298851
424	0.1613072583	0.2888580754	0.3563218391	0.1402298851
425	0.1612689269	0.2905183563	0.3563218391	0.1402298851
426	0.1612319388	0.2908057127	0.3563218391	0.1402298851
427	0.1612294247	0.2908057127	0.3563218391	0.1402298851
428	0.1612018041	0.2910535385	0.3563218391	0.1402298851
429	0.1611600483	0.2895528999	0.3563218391	0.1390804598
430	0.1611102592	0.2897763993	0.3563218391	0.1402298851
431	0.1610571621	0.2889675444	0.3563218391	0.1402298851
432	0.1610090672	0.2889675444	0.3563218391	0.1402298851
433	0.1609717018	0.2896973383	0.3563218391	0.1402298851
434	0.1609233926	0.2898493787	0.3563218391	0.1402298851
435	0.1608828313	0.2903283059	0.3563218391	0.1402298851
436	0.1608800887	0.2903283059	0.3563218391	0.1402298851
437	0.1608463878	0.2906567131	0.3563218391	0.1402298851
438	0.1607907845	0.2855481563	0.3448275862	0.1402298851
439	0.1607603722	0.2877831499	0.3448275862	0.1413793103
440	0.1607308279	0.2938176326	0.3563218391	0.1413793103
441	0.1606849781	0.293179063	0.3563218391	0.1413793103
442	0.1606506596	0.2939453466	0.3563218391	0.1413793103
443	0.1605991941	0.2941608638	0.3563218391	0.1413793103
444	0.1605763607	0.2942007744	0.3563218391	0.1413793103
445	0.1605737042	0.2942007744	0.3563218391	0.1413793103
446	0.1605314542	0.2942007744	0.3563218391	0.1413793103
447	0.1604923581	0.293069594	0.367816092	0.1402298851
448	0.160474799	0.293069594	0.367816092	0.1402298851
449	0.1604477922	0.2940274484	0.367816092	0.1402298851
450	0.1604168561	0.2956238724	0.367816092	0.1402298851
451	0.1604146849	0.2956238724	0.367816092	0.1402298851
452	0.1603641464	0.2955919439	0.367816092	0.1402298851
453	0.1603359968	0.2954323015	0.367816092	0.1402298851
454	0.1603072915	0.2962282329	0.367816092	0.1413793103
455	0.1603044709	0.2962282329	0.367816092	0.1413793103
456	0.1602682171	0.2976239636	0.367816092	0.1425287356
457	0.1602252022	0.2977357133	0.367816092	0.1425287356
458	0.160180798	0.2977357133	0.367816092	0.1425287356
459	0.1601755652	0.2977357133	0.367816092	0.1425287356
460	0.1601728796	0.2977357133	0.367816092	0.1425287356
461	0.160135102	0.2969146952	0.367816092	0.1425287356
462	0.1601264536	0.2969146952	0.367816092	0.1425287356
463	0.1600806985	0.2969146952	0.367816092	0.1425287356
464	0.1600376035	0.2969055728	0.367816092	0.1425287356
465	0.1600037032	0.2969055728	0.367816092	0.1425287356
466	0.15999394	0.2969055728	0.367816092	0.1425287356
467	0.1599916347	0.2969055728	0.367816092	0.1425287356
468	0.1599391753	0.2980641205	0.367816092	0.1425287356
