iter	Passed	Remaining
432	1578	5713
433	1582	5708
434	1585	5704
435	1589	5700
436	1592	5695
437	1595	5691
438	1600	5691
439	1604	5688
440	1608	5684
441	1611	5679
442	1615	5676
443	1618	5671
444	1621	5667
445	1625	5663
446	1629	5659
447	1633	5658
448	1636	5654
449	1640	5651
450	1644	5646
451	1647	5643
452	1651	5639
453	1655	5635
454	1658	5632
455	1661	5627
456	1665	5623
457	1669	5620
458	1672	5616
459	1676	5611
460	1679	5607
461	1683	5603
462	1686	5599
463	1690	5597
464	1694	5592
465	1698	5590
466	1702	5587
467	1705	5583
468	1709	5581
469	1713	5576
470	1716	5572
471	1720	5568
472	1723	5563
473	1727	5560
474	1731	5558
475	1735	5555
476	1738	5552
477	1742	5547
478	1745	5543
479	1749	5539
480	1752	5535
481	1756	5532
482	1760	5528
483	1763	5524
484	1767	5520
485	1771	5517
486	1774	5513
487	1778	5509
488	1781	5504
489	1784	5499
490	1788	5495
491	1791	5491
492	1795	5488
493	1798	5484
494	1802	5481
495	1806	5476
496	1809	5472
497	1813	5468
498	1816	5464
499	1819	5459
500	1823	5456
501	1827	5452
502	1831	5450
503	1834	5446
504	1838	5442
505	1841	5437
506	1844	5432
507	1848	5428
508	1851	5424
509	1855	5420
510	1858	5415
511	1862	5411
512	1866	5409
513	1870	5406
514	1873	5401
515	1876	5396
516	1880	5392
517	1883	5389
518	1887	5385
519	1891	5382
520	1895	5380
521	1899	5377
522	1902	5373
523	1906	5369
524	1915	5380
525	1918	5377
526	1922	5374
527	1927	5372
528	1930	5369
529	1934	5365
530	1938	5362
531	1941	5357
532	1945	5353
533	1948	5350
534	1952	5346
535	1956	5342
536	1960	5340
537	1964	5337
538	1967	5333
539	1971	5329
540	1974	5326
541	1978	5321
542	1982	5318
543	1985	5314
544	1989	5310
545	1992	5307
546	1996	5302
547	1999	5298
548	2003	5294
549	2006	5289
550	2010	5286
551	2013	5281
552	2017	5277
553	2020	5274
554	2024	5271
555	2027	5266
556	2031	5263
557	2035	5259
558	2038	5255
559	2042	5251
560	2045	5247
561	2049	5242
562	2052	5239
563	2056	5234
564	2060	5233
565	2063	5229
566	2067	5224
567	2070	5220
568	2074	5216
569	2077	5211
570	2080	5207
571	2084	5204
572	2087	5199
573	2092	5197
574	2095	5193
575	2099	5189
576	2102	5185
577	2106	5181
578	2109	5177
579	2112	5173
580	2116	5168
581	2119	5165
582	2124	5163
583	2128	5159
584	2131	5155
585	2135	5152
586	2138	5148
587	2142	5143
588	2145	5140
589	2149	5136
590	2152	5132
591	2156	5130
592	2160	5126
593	2164	5122
594	2167	5117
595	2170	5113
596	2173	5108
597	2177	5105
598	2181	5101
599	2184	5098
600	2188	5093
601	2191	5090
602	2195	5086
603	2199	5082
604	2202	5078
605	2206	5074
606	2209	5071
607	2213	5066
608	2216	5062
609	2220	5059
610	2223	5055
611	2228	5053
612	2231	5049
613	2235	5046
614	2238	5041
615	2242	5038
616	2246	5034
617	2249	5031
618	2253	5026
619	2257	5023
620	2260	5020
621	2264	5016
622	2267	5012
623	2271	5008
624	2274	5004
625	2278	4999
626	2281	4996
627	2285	4992
628	2289	4989
629	2292	4986
630	2296	4983
631	2300	4979
632	2303	4975
633	2307	4971
634	2311	4969
635	2315	4966
636	2319	4963
637	2323	4960
638	2327	4957
639	2331	4953
640	2334	4949
641	2337	4945
642	2341	4942
643	2345	4938
644	2349	4935
645	2353	4932
646	2356	4928
647	2361	4926
648	2364	4922
649	2368	4919
650	2372	4915
651	2375	4912
652	2379	4908
653	2383	4904
654	2388	4904
655	2392	4900
656	2395	4897
657	2399	4893
658	2403	4889
659	2406	4886
660	2410	4882
661	2413	4878
662	2417	4875
663	2421	4871
664	2425	4869
665	2429	4865
666	2432	4861
667	2436	4857
668	2439	4853
669	2443	4850
670	2446	4846
671	2450	4842
672	2454	4839
673	2457	4835
674	2461	4832
675	2465	4828
676	2469	4825
677	2473	4822
678	2476	4818
679	2480	4814
680	2483	4810
681	2487	4807
682	2491	4804
683	2495	4800
684	2498	4797
685	2502	4792
686	2505	4788
687	2509	4784
688	2512	4781
689	2516	4776
690	2519	4773
691	2523	4769
692	2527	4765
693	2530	4762
694	2534	4758
695	2537	4754
696	2540	4749
697	2544	4746
698	2548	4742
699	2552	4739
700	2555	4735
701	2559	4732
702	2562	4728
703	2566	4724
704	2569	4720
705	2573	4716
706	2577	4712
707	2580	4708
708	2584	4705
709	2587	4701
710	2591	4698
711	2595	4694
712	2598	4691
713	2602	4686
714	2606	4683
715	2609	4679
716	2612	4675
717	2616	4671
718	2619	4667
719	2623	4664
720	2627	4660
721	2630	4656
722	2634	4652
723	2637	4648
724	2641	4644
725	2644	4640
726	2648	4637
727	2651	4633
728	2655	4629
729	2658	4625
730	2662	4622
731	2665	4617
732	2669	4614
733	2673	4610
734	2676	4606
735	2680	4603
736	2684	4599
737	2688	4597
738	2692	4593
739	2695	4589
740	2698	4585
741	2702	4581
742	2706	4578
743	2709	4574
744	2714	4572
745	2717	4568
746	2721	4565
747	2724	4560
748	2728	4557
749	2731	4553
750	2735	4549
751	2739	4546
752	2742	4541
753	2746	4538
754	2750	4535
755	2753	4531
756	2757	4527
757	2761	4523
758	2764	4519
759	2767	4515
760	2771	4511
761	2774	4508
762	2778	4504
763	2781	4500
764	2785	4496
765	2788	4492
766	2792	4488
767	2795	4484
768	2799	4481
769	2802	4477
770	2806	4473
771	2810	4471
772	2814	4468
773	2818	4464
774	2821	4460
775	2825	4456
776	2828	4452
777	2832	4448
778	2835	4444
779	2839	4440
780	2843	4437
781	2846	4433
782	2850	4429
783	2853	4425
784	2857	4422
785	2860	4418
786	2864	4414
787	2867	4410
788	2871	4406
789	2875	4403
790	2878	4400
791	2882	4395
792	2885	4391
793	2889	4388
794	2892	4384
795	2896	4380
796	2908	4390
797	2912	4386
798	2914	4380
799	2917	4376
800	2921	4372
801	2924	4368
802	2928	4364
803	2931	4360
804	2934	4356
805	2938	4353
806	2943	4351
807	2946	4347
808	2950	4343
809	2954	4339
810	2957	4336
811	2960	4332
812	2964	4328
813	2968	4324
814	2971	4320
815	2975	4317
816	2978	4312
817	2982	4309
818	2986	4305
819	2989	4302
820	2992	4297
821	2996	4293
822	2999	4290
823	3003	4286
824	3008	4284
825	3011	4280
826	3015	4277
827	3018	4272
828	3022	4269
829	3025	4265
830	3029	4261
831	3032	4257
832	3036	4254
833	3040	4250
834	3043	4246
835	3047	4242
836	3050	4239
837	3054	4235
838	3057	4231
839	3061	4227
840	3065	4223
841	3068	4219
842	3071	4216
843	3075	4212
844	3079	4208
845	3082	4204
846	3086	4201
847	3089	4197
848	3093	4193
849	3096	4189
850	3100	4186
851	3103	4182
852	3107	4178
853	3110	4174
854	3114	4170
855	3118	4167
856	3121	4163
857	3124	4159
858	3128	4155
859	3132	4151
860	3136	4148
861	3139	4144
862	3142	4140
863	3146	4136
864	3149	4133
865	3153	4128
866	3156	4125
867	3160	4121
868	3163	4117
869	3168	4114
870	3171	4110
871	3174	4106
872	3178	4102
873	3181	4099
874	3185	4095
875	3188	4091
876	3192	4087
877	3195	4084
878	3200	4081
879	3203	4077
880	3207	4073
881	3211	4070
882	3214	4066
883	3218	4062
884	3221	4058
885	3225	4055
886	3229	4052
887	3233	4048
888	3236	4045
889	3240	4041
890	3244	4038
891	3248	4034
892	3251	4030
893	3254	4026
894	3258	4022
895	3261	4019
896	3265	4015
897	3269	4011
898	3272	4008
899	3276	4004
900	3279	4000
901	3283	3996
902	3286	3992
903	3289	3988
904	3293	3984
905	3297	3981
906	3300	3977
907	3304	3973
908	3307	3970
909	3311	3966
910	3315	3962
911	3318	3959
912	3322	3956
913	3327	3953
914	3331	3951
915	3336	3948
916	3339	3944
917	3343	3941
918	3347	3937
919	3350	3933
920	3354	3929
921	3357	3925
922	3361	3922
923	3365	3918
924	3368	3915
925	3372	3911
926	3376	3908
927	3380	3904
928	3383	3900
929	3387	3897
930	3390	3893
931	3395	3890
932	3399	3887
933	3402	3883
934	3405	3879
935	3409	3875
936	3413	3871
937	3416	3868
938	3420	3864
939	3423	3860
940	3427	3857
941	3431	3853
942	3434	3849
943	3437	3845
944	3441	3841
945	3444	3838
946	3448	3834
947	3451	3830
948	3455	3826
949	3459	3823
950	3462	3819
951	3466	3815
952	3469	3811
953	3472	3807
954	3476	3804
955	3480	3800
956	3483	3796
957	3487	3792
958	3491	3789
959	3494	3786
960	3498	3782
961	3501	3778
962	3504	3774
963	3508	3770
964	3511	3766
965	3515	3762
966	3518	3758
967	3522	3755
968	3527	3752
969	3530	3749
970	3534	3745
971	3537	3741
972	3541	3737
973	3544	3734
974	3548	3730
975	3552	3726
976	3555	3723
977	3559	3719
978	3562	3715
979	3566	3711
980	3569	3707
981	3573	3704
982	3576	3700
983	3580	3697
984	3583	3693
985	3587	3689
986	3591	3685
987	3595	3682
988	3598	3678
989	3602	3674
990	3605	3670
991	3608	3667
992	3612	3663
993	3615	3659
994	3619	3655
995	3623	3652
996	3626	3648
997	3630	3645
998	3633	3641
999	3637	3637
1000	3640	3633
1001	3644	3629
1002	3647	3625
1003	3650	3621
1004	3654	3618
1005	3658	3614
1006	3661	3610
1007	3665	3606
1008	3668	3603
1009	3672	3599
1010	3675	3595
1011	3679	3592
1012	3682	3588
1013	3686	3584
1014	3690	3581
1015	3694	3577
1016	3697	3573
1017	3700	3570
1018	3704	3566
1019	3707	3562
1020	3711	3558
1021	3714	3554
1022	3718	3551
1023	3722	3548
1024	3726	3544
1025	3729	3540
1026	3732	3536
1027	3736	3532
1028	3739	3528
1029	3743	3525
1030	3746	3521
1031	3750	3517
1032	3753	3514
1033	3757	3510
1034	3760	3506
1035	3764	3502
1036	3767	3499
1037	3771	3495
1038	3774	3491
1039	3778	3488
1040	3782	3484
1041	3785	3480
1042	3789	3477
1043	3793	3473
1044	3796	3469
1045	3799	3465
1046	3803	3461
1047	3806	3458
1048	3810	3454
1049	3813	3450
1050	3817	3447
1051	3821	3443
1052	3824	3439
1053	3828	3435
1054	3831	3431
1055	3834	3428
1056	3838	3424
1057	3842	3420
1058	3845	3416
1059	3849	3413
1060	3852	3409
1061	3856	3405
1062	3859	3402
1063	3863	3398
1064	3866	3394
1065	3870	3391
1066	3873	3387
1067	3877	3383
1068	3881	3380
1069	3884	3376
1070	3888	3372
1071	3901	3377
1072	3904	3373
1073	3908	3369
1074	3912	3366
1075	3916	3362
1076	3920	3359
1077	3923	3355
1078	3927	3352
1079	3930	3348
1080	3934	3344
1081	3937	3340
1082	3941	3337
1083	3944	3333
1084	3948	3329
1085	3952	3326
1086	3955	3322
1087	3958	3318
1088	3962	3314
1089	3966	3311
1090	3969	3307
1091	3973	3303
1092	3976	3299
1093	3980	3296
1094	3983	3292
1095	3987	3288
1096	3990	3285
1097	3994	3281
1098	3997	3277
1099	4001	3273
1100	4004	3270
1101	4008	3266
1102	4012	3262
1103	4015	3259
1104	4019	3255
1105	4022	3251
1106	4025	3247
1107	4029	3244
1108	4033	3240
1109	4037	3236
