iter	RMSE	MAP:top=10	PrecisionAt:top=1	PrecisionAt:top=10
119	0.1710411216	0.1968103448	0.275862069	0.1103448276
120	0.1709503643	0.1982950192	0.275862069	0.1126436782
121	0.1708345724	0.2008527185	0.275862069	0.1149425287
122	0.1708017871	0.2009059326	0.275862069	0.1149425287
123	0.1706975959	0.2094962142	0.2988505747	0.1137931034
124	0.1705953257	0.2048665846	0.2873563218	0.1137931034
125	0.1704858202	0.2051539409	0.2873563218	0.1137931034
126	0.1703805274	0.2046503831	0.2873563218	0.1137931034
127	0.1702872395	0.2049441252	0.2873563218	0.1137931034
128	0.170192167	0.2093076841	0.2988505747	0.1137931034
129	0.1701246846	0.2107216597	0.3103448276	0.1137931034
130	0.1700358348	0.2111184851	0.3103448276	0.1137931034
131	0.169910796	0.2122091214	0.3103448276	0.1149425287
132	0.1697736141	0.2125831407	0.3103448276	0.1149425287
133	0.1697014348	0.2134474903	0.3103448276	0.116091954
134	0.1696184402	0.2135624328	0.3103448276	0.116091954
135	0.1695277595	0.2137540037	0.3103448276	0.116091954
136	0.1694534619	0.2137540037	0.3103448276	0.116091954
137	0.1693607964	0.2147246295	0.3103448276	0.116091954
138	0.1693158202	0.2140495702	0.3103448276	0.1149425287
139	0.1692105626	0.2148797107	0.3103448276	0.1149425287
140	0.169087062	0.2146115115	0.3103448276	0.1149425287
141	0.1689676954	0.2152500811	0.3103448276	0.1149425287
142	0.1688893594	0.2168065945	0.3103448276	0.1149425287
143	0.1688069973	0.2171897363	0.3103448276	0.1149425287
144	0.1687101292	0.2216810091	0.3103448276	0.1172413793
145	0.1686428655	0.2215137647	0.3103448276	0.116091954
146	0.168614847	0.2220884774	0.3103448276	0.1172413793
147	0.1685270376	0.228103803	0.3218390805	0.1183908046
148	0.1684512125	0.2283592309	0.3218390805	0.1183908046
149	0.1684124126	0.2278356038	0.3218390805	0.1183908046
150	0.1683738224	0.228559316	0.3218390805	0.1183908046
151	0.1682807923	0.2284954591	0.3218390805	0.1183908046
152	0.1682097103	0.2289743863	0.3218390805	0.1183908046
153	0.1681429522	0.2290838553	0.3218390805	0.1183908046
154	0.1680531964	0.2363779927	0.3333333333	0.1195402299
155	0.1679387177	0.2364737781	0.3333333333	0.1195402299
156	0.1678833732	0.2365482779	0.3333333333	0.1195402299
157	0.1677937523	0.2383788441	0.3333333333	0.1218390805
158	0.1676957952	0.2382830586	0.3333333333	0.1218390805
159	0.1676444252	0.2382511302	0.3333333333	0.1218390805
160	0.1675318644	0.2373218594	0.3333333333	0.1218390805
161	0.1674869292	0.2366376776	0.3333333333	0.1206896552
162	0.1673881827	0.2356869184	0.3333333333	0.1195402299
163	0.1673105336	0.2366060026	0.3333333333	0.1195402299
164	0.1672112148	0.2367311825	0.3333333333	0.1195402299
165	0.1670645555	0.2366490807	0.3333333333	0.1183908046
166	0.16698926	0.2375111496	0.3333333333	0.1206896552
167	0.1668867437	0.2365806625	0.3333333333	0.1195402299
168	0.1668215404	0.2365008413	0.3333333333	0.1195402299
169	0.1667337301	0.235739119	0.3333333333	0.1183908046
170	0.1666439487	0.2371515741	0.3333333333	0.1195402299
171	0.1664953124	0.2385244988	0.3333333333	0.1195402299
172	0.1664642908	0.2384526597	0.3333333333	0.1195402299
173	0.1663807686	0.2383329279	0.3333333333	0.1195402299
174	0.1663103441	0.2385381824	0.3333333333	0.1195402299
175	0.1662283467	0.2386020394	0.3333333333	0.1195402299
176	0.1661126571	0.2391838472	0.3333333333	0.1206896552
177	0.1660284635	0.2403880071	0.3333333333	0.1218390805
178	0.1658768051	0.2423615672	0.3333333333	0.1218390805
179	0.1657692593	0.2415413094	0.3333333333	0.1206896552
180	0.1656730443	0.2415413094	0.3333333333	0.1206896552
181	0.1655909385	0.2415317308	0.3333333333	0.1206896552
182	0.1654597073	0.2394883081	0.3333333333	0.1206896552
183	0.1654113242	0.2411109591	0.3333333333	0.1206896552
184	0.1653127179	0.2404887338	0.3333333333	0.1206896552
185	0.1652077218	0.2401774311	0.3333333333	0.1206896552
186	0.1650932707	0.2429552089	0.3333333333	0.1218390805
187	0.1650390076	0.2429552089	0.3333333333	0.1218390805
188	0.1649924856	0.2430190659	0.3333333333	0.1218390805
189	0.1649376298	0.2430190659	0.3333333333	0.1218390805
190	0.1648893325	0.2430190659	0.3333333333	0.1218390805
191	0.1647889298	0.2449108283	0.3448275862	0.1218390805
192	0.1646529565	0.2500289637	0.3563218391	0.1252873563
193	0.1645738762	0.2495500365	0.3563218391	0.1252873563
194	0.1644993608	0.2498442346	0.3563218391	0.124137931
195	0.1643944549	0.2518283616	0.3563218391	0.1252873563
196	0.1642627563	0.2508841908	0.3563218391	0.1229885057
197	0.1642139189	0.2509868181	0.3563218391	0.1229885057
198	0.1641502223	0.2490334793	0.3563218391	0.1218390805
199	0.1640783247	0.2495917716	0.3563218391	0.1218390805
200	0.164012525	0.2510823755	0.3563218391	0.124137931
201	0.163900242	0.2508429119	0.3563218391	0.124137931
202	0.1638504599	0.2501473271	0.3563218391	0.124137931
203	0.1638027461	0.2502846196	0.3563218391	0.124137931
204	0.1637294944	0.2502504105	0.3563218391	0.124137931
205	0.163639984	0.2505788177	0.3563218391	0.124137931
206	0.1635502142	0.2520304233	0.3563218391	0.1252873563
207	0.163495861	0.2525732074	0.3563218391	0.1252873563
208	0.1634022367	0.2507587575	0.3563218391	0.1229885057
209	0.1633477797	0.2512185276	0.3563218391	0.124137931
210	0.1632761479	0.2510269568	0.3563218391	0.124137931
211	0.1631946036	0.2527884966	0.3563218391	0.1252873563
212	0.1630845408	0.255323227	0.3563218391	0.1252873563
213	0.1629828627	0.2547498176	0.3563218391	0.1252873563
214	0.1628785052	0.2567886791	0.3563218391	0.1252873563
215	0.1627844507	0.2570281427	0.3563218391	0.1252873563
216	0.1626860464	0.2561751961	0.3563218391	0.124137931
217	0.162648076	0.2540599343	0.3563218391	0.124137931
218	0.1625262499	0.2541164933	0.3563218391	0.1252873563
219	0.1624297543	0.25628763	0.3563218391	0.1264367816
220	0.1623393949	0.2575647692	0.3563218391	0.1264367816
221	0.1622425498	0.2574290732	0.3563218391	0.1275862069
222	0.1621278077	0.25809501	0.3563218391	0.1275862069
223	0.1620724593	0.2580300128	0.3563218391	0.1275862069
224	0.1619759484	0.2575319285	0.3563218391	0.1275862069
225	0.1619216268	0.2582215837	0.3563218391	0.1287356322
226	0.1618688039	0.2572637292	0.3563218391	0.1275862069
227	0.1617884374	0.2590836526	0.3563218391	0.1287356322
228	0.1617381638	0.2622765006	0.3563218391	0.1287356322
229	0.1616732897	0.2620940522	0.3563218391	0.1287356322
230	0.1615885808	0.2618477468	0.3563218391	0.1287356322
231	0.161519859	0.2616652983	0.3563218391	0.1287356322
232	0.1614003448	0.2614463602	0.3563218391	0.1287356322
233	0.1613229958	0.2634979931	0.3563218391	0.1287356322
234	0.1612154552	0.2630692392	0.3563218391	0.1298850575
235	0.1611591123	0.2630966065	0.3563218391	0.1298850575
236	0.1610841177	0.2634979931	0.3563218391	0.1298850575
237	0.161013086	0.263539044	0.3563218391	0.1287356322
238	0.1609044147	0.2670420544	0.367816092	0.1287356322
239	0.1608216343	0.2674251961	0.367816092	0.1287356322
240	0.1607558195	0.2671788907	0.367816092	0.1287356322
241	0.1606603201	0.2669941616	0.367816092	0.1287356322
242	0.1605984234	0.2668025908	0.367816092	0.1287356322
243	0.1604990285	0.2682032628	0.367816092	0.1287356322
244	0.1604546501	0.2684427264	0.367816092	0.1287356322
245	0.1604502485	0.2684427264	0.367816092	0.1287356322
246	0.1603531631	0.2699167579	0.3793103448	0.1287356322
247	0.16028261	0.2708506659	0.3793103448	0.1310344828
248	0.1601422555	0.2682910661	0.367816092	0.1310344828
249	0.1601376134	0.2682910661	0.367816092	0.1310344828
250	0.1600469492	0.2698646841	0.3793103448	0.1310344828
251	0.1599302046	0.2702180259	0.3793103448	0.132183908
252	0.1598314638	0.2716095755	0.3793103448	0.132183908
253	0.1597460536	0.2718866691	0.3793103448	0.132183908
254	0.1596918956	0.2725763243	0.3793103448	0.1333333333
255	0.1596874016	0.2725763243	0.3793103448	0.1333333333
256	0.1596328136	0.2721133613	0.3793103448	0.1333333333
257	0.1595397802	0.2730999513	0.3908045977	0.1333333333
258	0.1594752046	0.2720926838	0.3908045977	0.1333333333
259	0.1593692464	0.2714123031	0.3908045977	0.1333333333
260	0.1592854	0.2705693912	0.3908045977	0.132183908
261	0.1592812835	0.2705693912	0.3908045977	0.132183908
262	0.1591793062	0.2717492246	0.3908045977	0.1333333333
263	0.1591149822	0.2700171045	0.3908045977	0.1333333333
264	0.1590366506	0.2702193183	0.3908045977	0.1333333333
265	0.1589658824	0.2712282582	0.3908045977	0.1333333333
266	0.1588845889	0.2717345527	0.3908045977	0.1333333333
267	0.1588124104	0.2696831478	0.367816092	0.1333333333
268	0.1587449379	0.2706218452	0.367816092	0.1333333333
269	0.1586890034	0.2706410023	0.367816092	0.1333333333
270	0.1585761876	0.273881743	0.3793103448	0.1333333333
271	0.1584727064	0.273881743	0.3793103448	0.1333333333
272	0.1584067122	0.2734219729	0.3793103448	0.1333333333
273	0.1582725805	0.2734219729	0.3793103448	0.1333333333
274	0.1582083497	0.2734219729	0.3793103448	0.1333333333
275	0.1580949322	0.2730114638	0.3793103448	0.1333333333
276	0.1580272989	0.2734219729	0.3793103448	0.1333333333
277	0.1579731372	0.2734219729	0.3793103448	0.1333333333
278	0.1579049892	0.2730969866	0.3793103448	0.1333333333
279	0.1578207141	0.2736443319	0.3793103448	0.1333333333
280	0.1577362014	0.2744106155	0.3793103448	0.1333333333
281	0.1576669566	0.2744106155	0.3793103448	0.1333333333
282	0.1576137515	0.272854102	0.3793103448	0.1333333333
283	0.1575443884	0.2744824545	0.3908045977	0.1333333333
284	0.1574455202	0.2760371435	0.3908045977	0.1333333333
285	0.1573405249	0.2773063006	0.3908045977	0.1344827586
286	0.157234487	0.2793021853	0.3908045977	0.1344827586
287	0.1571552302	0.2794458635	0.3908045977	0.1344827586
288	0.1571513112	0.2800205761	0.4022988506	0.1344827586
289	0.1570983646	0.2799326461	0.4022988506	0.1344827586
290	0.1569855441	0.2799709603	0.4022988506	0.1333333333
291	0.156876556	0.2802041902	0.4022988506	0.132183908
292	0.1568083565	0.2804468467	0.4022988506	0.1333333333
293	0.1568047226	0.2804468467	0.4022988506	0.1333333333
294	0.1566964885	0.2814297878	0.4022988506	0.1333333333
295	0.1566485569	0.281532415	0.4022988506	0.1333333333
296	0.1566450432	0.281532415	0.4022988506	0.1333333333
297	0.1565957218	0.281532415	0.4022988506	0.1333333333
298	0.1565456969	0.281532415	0.4022988506	0.1333333333
299	0.1564696753	0.2818342152	0.4022988506	0.1344827586
300	0.1564023104	0.2818342152	0.4022988506	0.1344827586
301	0.1563995435	0.2818342152	0.4022988506	0.1344827586
302	0.1563194639	0.2822241987	0.4022988506	0.1344827586
303	0.1562698031	0.283143739	0.4022988506	0.1356321839
304	0.1561913745	0.2841143648	0.4022988506	0.1367816092
305	0.1561284332	0.2848806483	0.4022988506	0.1367816092
306	0.1560180274	0.2845613635	0.4022988506	0.1367816092
307	0.155964224	0.2832579973	0.4022988506	0.1356321839
308	0.155906928	0.2851221644	0.4022988506	0.1356321839
309	0.1558268756	0.2851221644	0.4022988506	0.1356321839
310	0.1557339469	0.2866627136	0.4022988506	0.1356321839
311	0.1556745959	0.2870276105	0.4022988506	0.1356321839
312	0.1556714011	0.2870276105	0.4022988506	0.1356321839
313	0.1556682888	0.2870276105	0.4022988506	0.1356321839
314	0.1555807053	0.2876023232	0.4022988506	0.1367816092
315	0.1555077538	0.2876023232	0.4022988506	0.1367816092
316	0.1554345975	0.289518032	0.4022988506	0.1367816092
317	0.1553739001	0.289518032	0.4022988506	0.1367816092
318	0.1553708199	0.289518032	0.4022988506	0.1367816092
319	0.1553686443	0.289518032	0.4022988506	0.1367816092
320	0.1552876498	0.2896206592	0.4022988506	0.1367816092
321	0.1551822649	0.2915628231	0.4022988506	0.1367816092
322	0.1551405227	0.2916107158	0.4022988506	0.1367816092
323	0.1550125848	0.2884627197	0.3908045977	0.1367816092
324	0.1549311138	0.288595755	0.3908045977	0.1367816092
325	0.1548729415	0.2872184212	0.3908045977	0.1367816092
326	0.1548701709	0.2872184212	0.3908045977	0.1367816092
327	0.1547588304	0.2886213738	0.3908045977	0.1367816092
328	0.1546519971	0.2883648057	0.3908045977	0.1367816092
329	0.1545520906	0.2900013684	0.3908045977	0.1367816092
330	0.1544843392	0.2900971538	0.3908045977	0.1367816092
331	0.1544242104	0.2918030469	0.3908045977	0.1390804598
332	0.154421432	0.2918030469	0.3908045977	0.1390804598
333	0.1543778448	0.2918030469	0.3908045977	0.1390804598
334	0.1543191855	0.2927234994	0.3908045977	0.1390804598
335	0.1543171218	0.2927234994	0.3908045977	0.1390804598
336	0.154265259	0.2928671775	0.3908045977	0.1390804598
337	0.1542238005	0.2929660038	0.3908045977	0.1379310345
338	0.1541830681	0.2967974214	0.4022988506	0.1379310345
339	0.154080281	0.300790762	0.4022988506	0.1413793103
340	0.1539737315	0.2973744146	0.3908045977	0.1402298851
341	0.1538944919	0.3011989905	0.4022988506	0.1402298851
342	0.1537926689	0.3018375601	0.4022988506	0.1413793103
343	0.1537173492	0.3018886456	0.4022988506	0.1413793103
344	0.1536556145	0.3018886456	0.4022988506	0.1413793103
345	0.1536077445	0.3018886456	0.4022988506	0.1413793103
346	0.1535524972	0.3007842243	0.4022988506	0.1425287356
347	0.1535056862	0.3017420787	0.4022988506	0.1425287356
348	0.1534587295	0.3018378641	0.4022988506	0.1425287356
349	0.1533679065	0.3018378641	0.4022988506	0.1425287356
350	0.1532927351	0.3006884388	0.4022988506	0.1413793103
351	0.1532020141	0.300496868	0.4022988506	0.1425287356
352	0.153133733	0.3011098948	0.4022988506	0.1425287356
353	0.1530550238	0.30079061	0.4022988506	0.1436781609
354	0.1529887901	0.2991622575	0.4022988506	0.1425287356
355	0.1529462834	0.2991622575	0.4022988506	0.1425287356
356	0.1528749963	0.3004314146	0.4022988506	0.1436781609
357	0.1528224375	0.2991259959	0.4022988506	0.1413793103
358	0.1527648147	0.2980112358	0.4022988506	0.1402298851
359	0.1527624364	0.2980112358	0.4022988506	0.1402298851
360	0.1526968021	0.2980112358	0.4022988506	0.1402298851
361	0.1526056801	0.3000457895	0.4022988506	0.1402298851
362	0.1525085716	0.3006533429	0.4022988506	0.1413793103
363	0.1524147593	0.3032258661	0.4022988506	0.1436781609
364	0.1523550704	0.3026901518	0.4022988506	0.1425287356
365	0.1523153266	0.3031006609	0.4022988506	0.1425287356
366	0.1522472635	0.3032101299	0.4022988506	0.1425287356
367	0.1521910492	0.3018691338	0.4022988506	0.1413793103
368	0.1521198851	0.3034974863	0.4022988506	0.1425287356
369	0.1520290355	0.3111603215	0.4137931034	0.1425287356
370	0.1520273789	0.3111603215	0.4137931034	0.1425287356
371	0.1519588588	0.3114237315	0.4137931034	0.1425287356
372	0.1519124728	0.311218477	0.4137931034	0.1425287356
373	0.1518386285	0.3130712411	0.4137931034	0.1436781609
374	0.1517436472	0.3112567911	0.4137931034	0.1436781609
375	0.1517038884	0.3115304638	0.4137931034	0.1436781609
376	0.1516137393	0.3136472207	0.4137931034	0.1436781609
377	0.1515286127	0.3147292414	0.4137931034	0.1436781609
378	0.1514664443	0.3136223874	0.4137931034	0.1425287356
379	0.1514007397	0.3136990158	0.4137931034	0.1436781609
380	0.1513460351	0.3128159653	0.4137931034	0.1425287356
381	0.1512721652	0.3141569614	0.4137931034	0.1425287356
382	0.1512697611	0.3141569614	0.4137931034	0.1425287356
383	0.1512002461	0.3151604279	0.4137931034	0.1425287356
384	0.1511485594	0.3150894758	0.4137931034	0.1425287356
385	0.1511083001	0.3149800067	0.4137931034	0.1425287356
386	0.1510172802	0.3149800067	0.4137931034	0.1425287356
387	0.150970214	0.3149800067	0.4137931034	0.1425287356
388	0.150924802	0.3157462902	0.4137931034	0.1436781609
389	0.150858732	0.315981446	0.4137931034	0.1436781609
390	0.150784175	0.3154888352	0.4137931034	0.1436781609
391	0.1507321017	0.3160088133	0.4137931034	0.1436781609
392	0.150651484	0.3173634931	0.4137931034	0.1436781609
393	0.15057103	0.3171536774	0.4137931034	0.1436781609
394	0.1505275794	0.3181525827	0.4137931034	0.1448275862
395	0.1504580225	0.3181525827	0.4137931034	0.1448275862
396	0.1504054337	0.3181525827	0.4137931034	0.1448275862
397	0.1503337943	0.3181525827	0.4137931034	0.1448275862
398	0.1502946306	0.3179473281	0.4137931034	0.1448275862
399	0.1502362631	0.318511398	0.4137931034	0.1448275862
400	0.1501747736	0.318699928	0.4137931034	0.1448275862
401	0.1501719088	0.318699928	0.4137931034	0.1448275862
402	0.1501084394	0.3189029019	0.4137931034	0.1459770115
403	0.1500454849	0.3191560492	0.4137931034	0.1459770115
404	0.1500100759	0.3191560492	0.4137931034	0.1459770115
405	0.1499660559	0.3188823765	0.4137931034	0.1459770115
406	0.1499642746	0.3188823765	0.4137931034	0.1459770115
407	0.1499123072	0.3189644783	0.4137931034	0.1459770115
408	0.1498517922	0.3189644783	0.4137931034	0.1459770115
409	0.1498241744	0.3189644783	0.4137931034	0.1459770115
410	0.1497662584	0.3189644783	0.4137931034	0.1459770115
411	0.1496824054	0.3192427122	0.4137931034	0.1459770115
412	0.1496037276	0.3198812818	0.4137931034	0.1459770115
413	0.1495663645	0.3214275325	0.4137931034	0.1471264368
414	0.1495502609	0.3214275325	0.4137931034	0.1471264368
415	0.1495482093	0.3214275325	0.4137931034	0.1471264368
416	0.1494936946	0.3217388352	0.4137931034	0.1471264368
417	0.1494210141	0.3220125079	0.4137931034	0.1471264368
418	0.1493557507	0.3208311541	0.4137931034	0.1459770115
419	0.1492962932	0.3237047173	0.4252873563	0.1459770115
420	0.1492208921	0.3211194227	0.4137931034	0.1459770115
421	0.1491524059	0.3192037138	0.4137931034	0.1459770115
422	0.1490881613	0.3196771676	0.4137931034	0.1459770115
423	0.1490448915	0.3199508403	0.4137931034	0.1459770115
424	0.1489826711	0.3223409151	0.4252873563	0.1459770115
425	0.14893501	0.3220510248	0.4252873563	0.1459770115
426	0.1488575235	0.3233023171	0.4252873563	0.1459770115
427	0.1487971625	0.3222623609	0.4252873563	0.1459770115
428	0.148745021	0.3225516177	0.4252873563	0.1459770115
429	0.1487220473	0.3225516177	0.4252873563	0.1459770115
430	0.1486377095	0.3227568722	0.4252873563	0.1459770115
431	0.1486349988	0.3227568722	0.4252873563	0.1459770115
432	0.1485468601	0.3252127045	0.4367816092	0.1471264368
433	0.1484858732	0.3266890166	0.4367816092	0.1471264368
434	0.148457406	0.3268422733	0.4367816092	0.1471264368
435	0.1484549808	0.3268422733	0.4367816092	0.1471264368
436	0.1483695582	0.3268422733	0.4367816092	0.1471264368
437	0.1483048163	0.3268688804	0.4367816092	0.1471264368
438	0.1482445265	0.3268194673	0.4367816092	0.1471264368
439	0.1482111627	0.3268194673	0.4367816092	0.1471264368
440	0.1481597977	0.326796053	0.4367816092	0.1471264368
441	0.1481108224	0.324694855	0.4252873563	0.1471264368
442	0.1480675843	0.327168552	0.4367816092	0.1471264368
443	0.1480282344	0.3284206045	0.4367816092	0.1482758621
444	0.1480266022	0.3284206045	0.4367816092	0.1482758621
445	0.1479834219	0.3258275558	0.4252873563	0.1482758621
446	0.1479370499	0.3258275558	0.4252873563	0.1482758621
447	0.1478635624	0.3259795962	0.4252873563	0.1482758621
448	0.147829996	0.3259795962	0.4252873563	0.1482758621
449	0.147784619	0.3259795962	0.4252873563	0.1482758621
450	0.1477499945	0.3262669525	0.4252873563	0.1494252874
451	0.1476801605	0.3261149121	0.4252873563	0.1494252874
452	0.1476138475	0.3307892416	0.4367816092	0.1505747126
453	0.1475901683	0.3308542389	0.4367816092	0.1505747126
454	0.1475555423	0.3321824637	0.4367816092	0.1517241379
455	0.1475080409	0.3336010004	0.4367816092	0.1517241379
456	0.1474703876	0.3336010004	0.4367816092	0.1517241379
457	0.1474681692	0.3336010004	0.4367816092	0.1517241379
458	0.1473805736	0.3309577784	0.4252873563	0.1517241379
459	0.1473222545	0.3318837043	0.4252873563	0.1517241379
460	0.1472722385	0.3334641641	0.4367816092	0.1517241379
461	0.1472038363	0.3313660068	0.4252873563	0.1517241379
462	0.1471398395	0.3361005443	0.4252873563	0.1563218391
463	0.1470722943	0.3351723378	0.4252873563	0.1551724138
464	0.1470283768	0.3353319802	0.4252873563	0.1551724138
465	0.1469625345	0.3363217631	0.4252873563	0.1563218391
466	0.1468934958	0.3351472511	0.4252873563	0.1551724138
467	0.1467834588	0.3340455665	0.4252873563	0.1540229885
468	0.1467142226	0.3344028614	0.4252873563	0.1540229885
