iter	MAP:top=10	PrecisionAt:top=1	PrecisionAt:top=10
63	0.1997642107	0.2988505747	0.1011494253
64	0.1918459476	0.2873563218	0.1
65	0.1926905319	0.2988505747	0.09885057471
66	0.195186883	0.2988505747	0.1
67	0.1968301101	0.2988505747	0.09770114943
68	0.198727574	0.2988505747	0.1
69	0.199205741	0.2988505747	0.1011494253
70	0.1985922581	0.2988505747	0.1011494253
71	0.2060156298	0.3103448276	0.1
72	0.2076082528	0.3103448276	0.1022988506
73	0.2076447424	0.3103448276	0.1022988506
74	0.209086288	0.3103448276	0.1034482759
75	0.2086073608	0.3103448276	0.1034482759
76	0.2099312524	0.3103448276	0.1022988506
77	0.2103134168	0.3103448276	0.1034482759
78	0.2103782511	0.3103448276	0.1034482759
79	0.2132166532	0.3103448276	0.1057471264
80	0.2128138729	0.3103448276	0.1045977011
81	0.2141731139	0.3103448276	0.1045977011
82	0.2112795139	0.3103448276	0.1045977011
83	0.209544878	0.3103448276	0.1045977011
84	0.210328266	0.3103448276	0.1057471264
85	0.2111246861	0.3103448276	0.1057471264
86	0.2115488788	0.3103448276	0.1045977011
87	0.2110026737	0.3103448276	0.1034482759
88	0.2108090503	0.3103448276	0.1034482759
89	0.2122139034	0.3103448276	0.1034482759
90	0.2137943632	0.3103448276	0.1057471264
91	0.2146733738	0.3103448276	0.1068965517
92	0.2144339102	0.3103448276	0.1057471264
93	0.2177162449	0.3103448276	0.108045977
94	0.2195781314	0.3103448276	0.1103448276
95	0.2190321544	0.3103448276	0.1091954023
96	0.2212514371	0.3103448276	0.1103448276
97	0.2176875092	0.3103448276	0.108045977
98	0.2197126871	0.3103448276	0.108045977
99	0.2181240823	0.3103448276	0.1091954023
100	0.2185345914	0.3103448276	0.1091954023
101	0.2209647397	0.3103448276	0.108045977
102	0.2208226905	0.3103448276	0.1103448276
103	0.2214840662	0.3103448276	0.1091954023
104	0.2214361734	0.3103448276	0.1091954023
105	0.2255070547	0.3218390805	0.1103448276
106	0.2216055084	0.3103448276	0.1114942529
107	0.2233070684	0.3103448276	0.1114942529
108	0.2222534285	0.3103448276	0.1103448276
109	0.221886251	0.3103448276	0.1103448276
110	0.2250936949	0.3103448276	0.1103448276
111	0.2242954829	0.3103448276	0.1091954023
112	0.2248747567	0.3103448276	0.1103448276
113	0.2245141676	0.3103448276	0.108045977
114	0.2252804512	0.3103448276	0.1091954023
115	0.2283604201	0.3218390805	0.1103448276
116	0.2306191971	0.3218390805	0.1114942529
117	0.2296613427	0.3218390805	0.1114942529
118	0.2311556825	0.3218390805	0.1114942529
119	0.2319094227	0.3218390805	0.1114942529
120	0.2344596467	0.3333333333	0.1126436782
121	0.2322109694	0.3218390805	0.1126436782
122	0.2344778915	0.3333333333	0.1126436782
123	0.2328905899	0.3218390805	0.1126436782
124	0.2329726917	0.3218390805	0.1126436782
125	0.2323702209	0.3218390805	0.1114942529
126	0.2313658421	0.3218390805	0.1103448276
127	0.2356488197	0.3448275862	0.1114942529
128	0.2326612262	0.3333333333	0.1126436782
129	0.2307044664	0.3333333333	0.1137931034
130	0.2306816604	0.3333333333	0.1126436782
131	0.2288539178	0.3333333333	0.1126436782
132	0.2278960634	0.3333333333	0.1114942529
133	0.2289497032	0.3333333333	0.1126436782
134	0.2289575225	0.3333333333	0.1114942529
135	0.2298902902	0.3333333333	0.1126436782
136	0.2287535711	0.3333333333	0.1114942529
137	0.2286030512	0.3333333333	0.1114942529
138	0.2293611897	0.3333333333	0.1114942529
139	0.229566379	0.3333333333	0.1114942529
140	0.2296576032	0.3333333333	0.1114942529
141	0.2315961181	0.3333333333	0.1126436782
142	0.2323983845	0.3333333333	0.1137931034
143	0.2324154891	0.3333333333	0.1137931034
144	0.2328588388	0.3333333333	0.1137931034
145	0.2315707527	0.3333333333	0.1149425287
146	0.2341815015	0.3333333333	0.1149425287
147	0.2341815015	0.3333333333	0.1149425287
148	0.233919992	0.3333333333	0.1137931034
149	0.233769472	0.3333333333	0.1149425287
150	0.2345585616	0.3333333333	0.1149425287
151	0.2346041737	0.3333333333	0.1149425287
152	0.235606728	0.3333333333	0.116091954
153	0.2354151571	0.3333333333	0.116091954
154	0.2358621558	0.3333333333	0.116091954
155	0.2359208	0.3333333333	0.116091954
156	0.2364391491	0.3333333333	0.1172413793
157	0.2366740515	0.3333333333	0.116091954
158	0.2372502845	0.3333333333	0.116091954
159	0.2365797864	0.3333333333	0.1149425287
160	0.2382916743	0.3333333333	0.1172413793
161	0.2381612236	0.3333333333	0.1172413793
162	0.2382514161	0.3333333333	0.1172413793
163	0.2389298638	0.3333333333	0.1183908046
164	0.2388530074	0.3333333333	0.1172413793
165	0.2384710059	0.3333333333	0.1172413793
166	0.2415179712	0.3333333333	0.1195402299
167	0.2415126498	0.3333333333	0.1195402299
168	0.2480956182	0.3448275862	0.1206896552
169	0.2473692453	0.3448275862	0.1195402299
170	0.2468292304	0.3448275862	0.1195402299
171	0.2478561546	0.3448275862	0.1206896552
172	0.2471457785	0.3448275862	0.1195402299
173	0.2472164773	0.3448275862	0.1195402299
174	0.2451666363	0.3448275862	0.1183908046
175	0.2461888037	0.3448275862	0.1195402299
176	0.2463612175	0.3448275862	0.1195402299
177	0.2462585903	0.3448275862	0.1195402299
178	0.2463293977	0.3448275862	0.1195402299
179	0.2407464748	0.3333333333	0.1195402299
180	0.2419980713	0.3333333333	0.1206896552
181	0.2474133696	0.3448275862	0.1206896552
182	0.2463689282	0.3448275862	0.1195402299
183	0.2467212817	0.3448275862	0.1195402299
184	0.247765343	0.3448275862	0.1206896552
185	0.2476695576	0.3448275862	0.1206896552
186	0.2479940552	0.3448275862	0.1206896552
187	0.2477338707	0.3448275862	0.1206896552
188	0.2478022889	0.3448275862	0.1206896552
189	0.2493572058	0.3448275862	0.1206896552
190	0.25005051	0.3448275862	0.1218390805
191	0.2521471469	0.3448275862	0.124137931
192	0.252302228	0.3448275862	0.124137931
193	0.2530685116	0.3448275862	0.1252873563
194	0.2467290792	0.3333333333	0.124137931
195	0.2469525786	0.3333333333	0.124137931
196	0.2485809311	0.3333333333	0.1252873563
197	0.2481749833	0.3333333333	0.1252873563
198	0.2541722161	0.3448275862	0.1252873563
199	0.2545809007	0.3448275862	0.1264367816
200	0.254006188	0.3448275862	0.1252873563
201	0.2525438637	0.3448275862	0.124137931
202	0.2533835827	0.3448275862	0.1252873563
203	0.2528152557	0.3448275862	0.124137931
204	0.2539167883	0.3448275862	0.1252873563
205	0.2548522928	0.3448275862	0.1252873563
206	0.255357827	0.3563218391	0.1252873563
207	0.2562475674	0.3563218391	0.1252873563
208	0.2571209887	0.3563218391	0.1264367816
209	0.2579575148	0.3563218391	0.1264367816
210	0.2568974893	0.3448275862	0.1264367816
211	0.2573977022	0.3448275862	0.1275862069
212	0.2586565965	0.3448275862	0.1287356322
213	0.2583167863	0.3448275862	0.1287356322
214	0.2589617416	0.3448275862	0.1287356322
215	0.2603293955	0.3563218391	0.1287356322
216	0.2598459071	0.3563218391	0.1287356322
217	0.2651943836	0.367816092	0.1287356322
218	0.265915055	0.367816092	0.1287356322
219	0.2663129447	0.367816092	0.1287356322
220	0.2669173052	0.367816092	0.1287356322
221	0.2679189473	0.367816092	0.1298850575
222	0.2687992611	0.367816092	0.1298850575
223	0.2690455665	0.367816092	0.1298850575
224	0.2693119413	0.3793103448	0.1287356322
225	0.2691913225	0.3793103448	0.1287356322
226	0.269223251	0.3793103448	0.1287356322
227	0.2703690273	0.3793103448	0.1287356322
228	0.27094374	0.3793103448	0.1298850575
229	0.2716279217	0.3793103448	0.1310344828
230	0.270864679	0.3793103448	0.1298850575
231	0.2703994354	0.3793103448	0.1287356322
232	0.2705563411	0.3793103448	0.1298850575
233	0.2710238653	0.3793103448	0.1310344828
234	0.2702201147	0.3793103448	0.1310344828
235	0.270831317	0.3793103448	0.1310344828
236	0.2720263544	0.3793103448	0.1310344828
237	0.2731119227	0.3793103448	0.132183908
238	0.2733741924	0.3793103448	0.132183908
239	0.2736516661	0.3793103448	0.132183908
240	0.2727576686	0.3793103448	0.1310344828
241	0.2733430241	0.3793103448	0.1310344828
242	0.2731514532	0.3793103448	0.1310344828
243	0.2747364742	0.3793103448	0.1333333333
244	0.2746406888	0.3793103448	0.1333333333
245	0.2754834486	0.3793103448	0.1333333333
246	0.2762847014	0.3793103448	0.1344827586
247	0.2763850481	0.3793103448	0.1344827586
248	0.2780863799	0.3793103448	0.1356321839
249	0.2780749769	0.3793103448	0.1356321839
250	0.2759061209	0.3793103448	0.1344827586
251	0.2779977404	0.3793103448	0.1356321839
252	0.2795558502	0.3793103448	0.1344827586
253	0.2802369911	0.3793103448	0.1344827586
254	0.2805409959	0.3793103448	0.1356321839
255	0.279754643	0.3793103448	0.1356321839
256	0.2806826975	0.3793103448	0.1356321839
257	0.2805891927	0.3793103448	0.1344827586
258	0.2818822961	0.3793103448	0.1344827586
259	0.282055166	0.3793103448	0.1356321839
260	0.2810749617	0.3793103448	0.1356321839
261	0.2812542173	0.3793103448	0.1356321839
262	0.2816254999	0.3793103448	0.1356321839
263	0.2818079484	0.3793103448	0.1356321839
264	0.2819280603	0.3793103448	0.1356321839
265	0.2819900928	0.3793103448	0.1356321839
266	0.2841867722	0.3793103448	0.1356321839
267	0.284001587	0.3793103448	0.1356321839
268	0.2841384234	0.3793103448	0.1356321839
269	0.2844937417	0.3793103448	0.1356321839
270	0.2852052907	0.3793103448	0.1356321839
271	0.2859715742	0.3793103448	0.1356321839
272	0.2863957669	0.3793103448	0.1356321839
273	0.2862206164	0.3793103448	0.1356321839
274	0.28649771	0.3793103448	0.1356321839
275	0.2864178888	0.3793103448	0.1356321839
276	0.2862639479	0.3793103448	0.1356321839
277	0.2860700964	0.3793103448	0.1356321839
278	0.2865387609	0.3793103448	0.1356321839
279	0.2866703518	0.3793103448	0.1356321839
280	0.2868071882	0.3793103448	0.1356321839
281	0.2864650973	0.3793103448	0.1344827586
282	0.2870078815	0.3793103448	0.1344827586
283	0.2870078815	0.3793103448	0.1344827586
284	0.2871419811	0.3793103448	0.1344827586
285	0.2868546248	0.3793103448	0.1344827586
286	0.2882873013	0.3793103448	0.1344827586
287	0.2890791276	0.3793103448	0.1356321839
288	0.2889641851	0.3793103448	0.1356321839
289	0.28838035	0.3793103448	0.1344827586
290	0.2886266554	0.3793103448	0.1344827586
291	0.2893163106	0.3793103448	0.1356321839
292	0.2898910232	0.3793103448	0.1356321839
293	0.2900278596	0.3793103448	0.1356321839
294	0.2903152159	0.3793103448	0.1356321839
295	0.2908146686	0.3793103448	0.1356321839
296	0.2903881953	0.3793103448	0.1356321839
297	0.2903881953	0.3793103448	0.1356321839
298	0.290921857	0.3793103448	0.1356321839
299	0.2910586934	0.3793103448	0.1356321839
300	0.2908671225	0.3793103448	0.1356321839
301	0.2921442617	0.3793103448	0.1367816092
302	0.2921442617	0.3793103448	0.1367816092
303	0.2923495162	0.3793103448	0.1367816092
304	0.2927805507	0.3793103448	0.1367816092
305	0.2936426197	0.3793103448	0.1379310345
306	0.2937703336	0.3793103448	0.1379310345
307	0.2924293374	0.3793103448	0.1367816092
308	0.2924384598	0.3793103448	0.1367816092
309	0.2928202984	0.3793103448	0.1367816092
310	0.2936745482	0.3793103448	0.1367816092
311	0.2935377118	0.3793103448	0.1367816092
312	0.2932503555	0.3793103448	0.1367816092
313	0.2936228544	0.3793103448	0.1367816092
314	0.2948133306	0.3793103448	0.1367816092
315	0.2948133306	0.3793103448	0.1367816092
316	0.2949775342	0.3793103448	0.1367816092
317	0.2949775342	0.3793103448	0.1367816092
318	0.2956571547	0.3793103448	0.1379310345
319	0.2955887366	0.3793103448	0.1379310345
320	0.2959034601	0.3793103448	0.1379310345
321	0.2966150091	0.3793103448	0.1390804598
322	0.2967016722	0.3793103448	0.1379310345
323	0.2966137059	0.3793103448	0.1379310345
324	0.2993914837	0.3793103448	0.1390804598
325	0.2990083419	0.3793103448	0.1390804598
326	0.3009240508	0.3908045977	0.1390804598
327	0.3011794786	0.3908045977	0.1390804598
328	0.3012788117	0.3908045977	0.1390804598
329	0.3012310818	0.3908045977	0.1390804598
330	0.3012310818	0.3908045977	0.1390804598
331	0.3029771136	0.3908045977	0.1402298851
332	0.3029771136	0.3908045977	0.1402298851
333	0.3021980587	0.3908045977	0.1390804598
334	0.3019633843	0.3908045977	0.1390804598
335	0.30214786	0.3908045977	0.1390804598
336	0.30214786	0.3908045977	0.1390804598
337	0.30214786	0.3908045977	0.1390804598
338	0.3027218885	0.3908045977	0.1390804598
339	0.3049568821	0.4022988506	0.1390804598
340	0.3032327441	0.3908045977	0.1390804598
341	0.3043821694	0.3908045977	0.1390804598
342	0.3043821694	0.3908045977	0.1390804598
343	0.3058764223	0.3908045977	0.1402298851
344	0.3053017097	0.3908045977	0.1390804598
345	0.3049664606	0.3908045977	0.1390804598
346	0.3052538169	0.4022988506	0.1390804598
347	0.305589066	0.4022988506	0.1402298851
348	0.306312018	0.4022988506	0.1402298851
349	0.3084001406	0.4022988506	0.1413793103
350	0.3081127843	0.4022988506	0.1413793103
351	0.3081127843	0.4022988506	0.1413793103
352	0.3070735122	0.4022988506	0.1413793103
353	0.3082170731	0.4022988506	0.1413793103
354	0.3093904448	0.4022988506	0.1413793103
355	0.3088476606	0.4022988506	0.1413793103
356	0.3090392315	0.4022988506	0.1413793103
357	0.3090392315	0.4022988506	0.1413793103
358	0.3084134333	0.4022988506	0.1425287356
359	0.3080686057	0.4022988506	0.1425287356
360	0.3080686057	0.4022988506	0.1425287356
361	0.3087151574	0.4022988506	0.1425287356
362	0.3097145188	0.4022988506	0.1425287356
363	0.3097145188	0.4022988506	0.1425287356
364	0.3100018752	0.4022988506	0.1425287356
365	0.3097145188	0.4022988506	0.1425287356
366	0.3104009812	0.4022988506	0.1425287356
367	0.3110395508	0.4022988506	0.1425287356
368	0.3107795617	0.4022988506	0.1425287356
369	0.3106624906	0.4022988506	0.1425287356
370	0.3131848406	0.4022988506	0.1436781609
371	0.3134562326	0.4022988506	0.1436781609
372	0.313615875	0.4022988506	0.1436781609
373	0.313615875	0.4022988506	0.1436781609
374	0.3137185023	0.4022988506	0.1436781609
375	0.3118794218	0.4022988506	0.1413793103
376	0.3119204727	0.4022988506	0.1413793103
377	0.3110424395	0.4022988506	0.1413793103
378	0.3123902775	0.4022988506	0.1425287356
379	0.3128585619	0.4022988506	0.1425287356
380	0.3133694176	0.4022988506	0.1413793103
381	0.3133694176	0.4022988506	0.1413793103
382	0.3137525593	0.4022988506	0.1425287356
383	0.3138802733	0.4022988506	0.1425287356
384	0.3150296986	0.4022988506	0.1436781609
385	0.3150296986	0.4022988506	0.1436781609
386	0.3150068925	0.4022988506	0.1436781609
387	0.3155475481	0.4022988506	0.1448275862
388	0.3161222607	0.4022988506	0.1448275862
389	0.3161222607	0.4022988506	0.1448275862
390	0.315652456	0.4022988506	0.1448275862
391	0.3159466541	0.4022988506	0.1448275862
392	0.3174244866	0.4022988506	0.1459770115
393	0.3181854487	0.4022988506	0.1471264368
394	0.3204021975	0.4137931034	0.1482758621
395	0.3202379939	0.4137931034	0.1482758621
396	0.3202790448	0.4137931034	0.1482758621
397	0.3207990229	0.4137931034	0.1482758621
398	0.3209016501	0.4137931034	0.1482758621
399	0.3203132539	0.4137931034	0.1482758621
400	0.3216861785	0.4137931034	0.1482758621
401	0.3217956476	0.4137931034	0.1482758621
402	0.3222745748	0.4137931034	0.1482758621
403	0.3221308966	0.4137931034	0.1482758621
404	0.3223635184	0.4137931034	0.1482758621
405	0.3235676782	0.4137931034	0.1494252874
406	0.3236589025	0.4137931034	0.1494252874
407	0.325208346	0.4137931034	0.1505747126
408	0.3252630805	0.4137931034	0.1505747126
409	0.3251572604	0.4137931034	0.1505747126
410	0.325547244	0.4137931034	0.1505747126
411	0.325310061	0.4137931034	0.1494252874
412	0.325310061	0.4137931034	0.1494252874
413	0.3261994973	0.4137931034	0.1505747126
414	0.3261242373	0.4137931034	0.1494252874
415	0.3263509295	0.4137931034	0.1494252874
416	0.3268617852	0.4137931034	0.1494252874
417	0.3268617852	0.4137931034	0.1494252874
418	0.3268617852	0.4137931034	0.1494252874
419	0.3264087048	0.4137931034	0.1494252874
420	0.3271430599	0.4137931034	0.1494252874
421	0.3261555576	0.4137931034	0.1482758621
422	0.3256255448	0.4137931034	0.1471264368
423	0.3256255448	0.4137931034	0.1471264368
424	0.3259448296	0.4137931034	0.1471264368
425	0.3256255448	0.4137931034	0.1471264368
426	0.326104472	0.4137931034	0.1471264368
427	0.3267816599	0.4137931034	0.1471264368
428	0.327452158	0.4137931034	0.1482758621
429	0.3272925156	0.4137931034	0.1482758621
430	0.3289345517	0.4137931034	0.1505747126
431	0.3284747816	0.4137931034	0.1505747126
432	0.329221908	0.4137931034	0.1505747126
433	0.3280724827	0.4137931034	0.1494252874
434	0.3286266699	0.4137931034	0.1494252874
435	0.3291055971	0.4137931034	0.1494252874
436	0.329700075	0.4137931034	0.1505747126
437	0.3296529425	0.4137931034	0.1505747126
438	0.3298718806	0.4137931034	0.1517241379
439	0.3299266152	0.4137931034	0.1517241379
440	0.3299266152	0.4137931034	0.1517241379
441	0.3294668451	0.4137931034	0.1517241379
442	0.3297815687	0.4137931034	0.1517241379
443	0.3299925247	0.4137931034	0.1505747126
444	0.3293938657	0.4137931034	0.1505747126
445	0.3293938657	0.4137931034	0.1505747126
446	0.3295215796	0.4137931034	0.1505747126
447	0.3302741795	0.4137931034	0.1505747126
448	0.3326079994	0.4137931034	0.1505747126
449	0.3325623872	0.4137931034	0.1505747126
450	0.3330549981	0.4137931034	0.1505747126
451	0.3329010572	0.4137931034	0.1517241379
452	0.3330835056	0.4137931034	0.1517241379
453	0.3330287711	0.4137931034	0.1517241379
454	0.3331747299	0.4137931034	0.1517241379
455	0.3331635549	0.4137931034	0.1505747126
456	0.3334752377	0.4137931034	0.1505747126
457	0.3336348801	0.4137931034	0.1505747126
458	0.334722729	0.4137931034	0.1517241379
459	0.334722729	0.4137931034	0.1517241379
460	0.3349964017	0.4137931034	0.1517241379
461	0.3349964017	0.4137931034	0.1517241379
462	0.335283758	0.4137931034	0.1517241379
463	0.3352153399	0.4137931034	0.1517241379
464	0.3336417219	0.4137931034	0.1494252874
465	0.3346634333	0.4137931034	0.1505747126
466	0.3362336303	0.4137931034	0.1517241379
467	0.3359599576	0.4137931034	0.1517241379
468	0.3360479239	0.4137931034	0.1517241379
469	0.3356168894	0.4137931034	0.1517241379
470	0.3360000311	0.4137931034	0.1517241379
471	0.3362052856	0.4137931034	0.1517241379
472	0.3369852528	0.4137931034	0.1517241379
473	0.3360912554	0.4137931034	0.1517241379
474	0.3373364661	0.4137931034	0.1517241379
475	0.3385543095	0.4137931034	0.1528735632
476	0.3388279822	0.4137931034	0.1528735632
477	0.3396900512	0.4137931034	0.1540229885
478	0.3390514816	0.4137931034	0.1528735632
479	0.340344585	0.4137931034	0.1540229885
480	0.3398177651	0.4137931034	0.1528735632
481	0.3413024395	0.4137931034	0.1540229885
482	0.3413024395	0.4137931034	0.1540229885
483	0.341262909	0.4137931034	0.1540229885
484	0.3488299588	0.4367816092	0.1540229885
485	0.3488299588	0.4367816092	0.1540229885
486	0.3542425964	0.4482758621	0.1540229885
487	0.354511925	0.4482758621	0.1540229885
488	0.354511925	0.4482758621	0.1540229885
489	0.354511925	0.4482758621	0.1540229885
490	0.3548312098	0.4482758621	0.1540229885
491	0.3543878601	0.4482758621	0.1540229885
492	0.3548220874	0.4482758621	0.1540229885
493	0.3549178729	0.4482758621	0.1540229885
494	0.354515574	0.4482758621	0.1540229885
495	0.3544129467	0.4482758621	0.1540229885
496	0.3552599637	0.4482758621	0.1551724138
497	0.3552599637	0.4482758621	0.1551724138
498	0.3552599637	0.4482758621	0.1551724138
499	0.3553146983	0.4482758621	0.1551724138
500	0.3554674988	0.4482758621	0.1551724138
501	0.3554674988	0.4482758621	0.1551724138
502	0.3554674988	0.4482758621	0.1551724138
503	0.3554674988	0.4482758621	0.1551724138
504	0.3555701261	0.4482758621	0.1551724138
505	0.3560362819	0.4482758621	0.1551724138
506	0.3558766395	0.4482758621	0.1551724138
507	0.3560469247	0.4482758621	0.1551724138
508	0.3560469247	0.4482758621	0.1551724138
509	0.3562065671	0.4482758621	0.1551724138
510	0.3567493513	0.4482758621	0.1551724138
511	0.3569888149	0.4482758621	0.1551724138
512	0.3566809331	0.4482758621	0.1551724138
513	0.3565212907	0.4482758621	0.1551724138
514	0.3565212907	0.4482758621	0.1551724138
515	0.356823471	0.4482758621	0.1551724138
516	0.3578634272	0.4482758621	0.1551724138
517	0.3578634272	0.4482758621	0.1551724138
518	0.3575304588	0.4482758621	0.1551724138
519	0.3577357133	0.4482758621	0.1551724138
520	0.3572659085	0.4482758621	0.1551724138
521	0.3577607999	0.4482758621	0.1551724138
522	0.3576410681	0.4482758621	0.1551724138
523	0.3578007105	0.4482758621	0.1551724138
524	0.3574175688	0.4482758621	0.1551724138
525	0.3574175688	0.4482758621	0.1551724138
526	0.3574175688	0.4482758621	0.1551724138
527	0.3579466693	0.4482758621	0.1551724138
528	0.3590413601	0.4482758621	0.1563218391
529	0.3595020424	0.4482758621	0.1563218391
530	0.3592283697	0.4482758621	0.1563218391
531	0.3583343723	0.4482758621	0.1551724138
532	0.3578417614	0.4482758621	0.1540229885
533	0.358081225	0.4482758621	0.1540229885
534	0.3584132812	0.4482758621	0.1540229885
535	0.3584132812	0.4482758621	0.1540229885
536	0.3584132812	0.4482758621	0.1540229885
537	0.36032899	0.4482758621	0.1540229885
538	0.359270789	0.4482758621	0.1551724138
539	0.3611864978	0.4482758621	0.1551724138
540	0.360076603	0.4482758621	0.1551724138
541	0.3605555302	0.4482758621	0.1551724138
542	0.3605555302	0.4482758621	0.1551724138
543	0.3605725587	0.4482758621	0.1551724138
544	0.3605725587	0.4482758621	0.1551724138
545	0.3604022735	0.4482758621	0.1551724138
546	0.3604022735	0.4482758621	0.1551724138
547	0.36061513	0.4482758621	0.1551724138
548	0.3629139806	0.4482758621	0.1574712644
549	0.3619348406	0.4482758621	0.1563218391
550	0.3619348406	0.4482758621	0.1563218391
551	0.3619348406	0.4482758621	0.1563218391
552	0.3607334175	0.4482758621	0.1551724138
553	0.3627996463	0.4482758621	0.1563218391
554	0.3627996463	0.4482758621	0.1563218391
555	0.3627996463	0.4482758621	0.1563218391
556	0.3626628099	0.4482758621	0.1563218391
557	0.3636589785	0.4482758621	0.1574712644
558	0.3636589785	0.4482758621	0.1574712644
559	0.3645785187	0.4482758621	0.1586206897
560	0.3647062326	0.4482758621	0.1586206897
561	0.3648813832	0.4482758621	0.1574712644
562	0.3660308084	0.4482758621	0.1586206897
563	0.3661202082	0.4482758621	0.1586206897
564	0.3670780626	0.4482758621	0.1586206897
565	0.3670780626	0.4482758621	0.1586206897
566	0.3670780626	0.4482758621	0.1586206897
567	0.3670780626	0.4482758621	0.1586206897
568	0.3690485059	0.4482758621	0.1597701149
569	0.368261697	0.4482758621	0.1597701149
570	0.3692195514	0.4482758621	0.1597701149
571	0.3692195514	0.4482758621	0.1597701149
572	0.3692195514	0.4482758621	0.1597701149
573	0.3681248606	0.4482758621	0.1597701149
574	0.3705532496	0.4597701149	0.1597701149
575	0.3678621348	0.4482758621	0.1597701149
576	0.3678329431	0.4482758621	0.1597701149
577	0.368111177	0.4482758621	0.1597701149
578	0.3677584433	0.4482758621	0.1597701149
579	0.3677584433	0.4482758621	0.1597701149
580	0.3677504612	0.4482758621	0.1597701149
581	0.3680419226	0.4482758621	0.1597701149
582	0.368999777	0.4482758621	0.1597701149
583	0.3690168816	0.4482758621	0.1597701149
584	0.3679871881	0.4482758621	0.1586206897
585	0.368227792	0.4482758621	0.1597701149
586	0.3692814318	0.4482758621	0.1586206897
587	0.367365723	0.4482758621	0.1586206897
588	0.367365723	0.4482758621	0.1586206897
589	0.3663280474	0.4482758621	0.1586206897
590	0.3664344757	0.4482758621	0.1586206897
591	0.3664344757	0.4482758621	0.1586206897
592	0.3663386902	0.4482758621	0.1586206897
593	0.3692601462	0.4482758621	0.1586206897
594	0.3705372854	0.4482758621	0.1586206897
595	0.3723359231	0.4482758621	0.1597701149
596	0.3708991415	0.4482758621	0.1597701149
597	0.3708565702	0.4482758621	0.1597701149
598	0.3708565702	0.4482758621	0.1597701149
599	0.3705828975	0.4482758621	0.1597701149
600	0.370788152	0.4482758621	0.1597701149
601	0.3716480924	0.4482758621	0.1609195402
602	0.3714955199	0.4482758621	0.1597701149
603	0.3724588477	0.4482758621	0.1609195402
604	0.3729537392	0.4482758621	0.1609195402
605	0.3785708711	0.4712643678	0.1609195402
606	0.3791904356	0.4712643678	0.1620689655
607	0.3797651483	0.4712643678	0.1620689655
608	0.3801482901	0.4712643678	0.1620689655
609	0.3813072939	0.4712643678	0.1620689655
