iter	QuerySoftMax	MAP:top=10	PrecisionAt:top=1	PrecisionAt:top=10
184	2.148527452	0.7338852399	0.7126436782	0.08275862069
185	2.14163638	0.7338852399	0.7126436782	0.08275862069
186	2.133051826	0.727932859	0.7011494253	0.08275862069
187	2.125757081	0.7280925014	0.7011494253	0.08275862069
188	2.114006537	0.7340448823	0.7126436782	0.08275862069
189	2.106771565	0.7340448823	0.7126436782	0.08275862069
190	2.097223492	0.7356869184	0.7126436782	0.08390804598
191	2.087195823	0.735892173	0.7126436782	0.08390804598
192	2.078829929	0.7351988688	0.7126436782	0.08275862069
193	2.073263483	0.7345146871	0.7126436782	0.08275862069
194	2.065628951	0.7353083379	0.7126436782	0.08275862069
195	2.062169518	0.7353083379	0.7126436782	0.08275862069
196	2.055619863	0.7355820106	0.7126436782	0.08275862069
197	2.04913311	0.7355820106	0.7126436782	0.08275862069
198	2.042169901	0.7299945265	0.7011494253	0.08275862069
199	2.039716161	0.7299945265	0.7011494253	0.08275862069
200	2.031660091	0.7296296296	0.7011494253	0.08275862069
201	2.025451887	0.7287675607	0.7011494253	0.08275862069
202	2.01941297	0.7289728152	0.7011494253	0.08275862069
203	2.013703553	0.7289728152	0.7011494253	0.08275862069
204	2.008073287	0.7288131728	0.7011494253	0.08275862069
205	2.000334586	0.7303639847	0.7011494253	0.08390804598
206	1.996672067	0.7303639847	0.7011494253	0.08390804598
207	1.990279043	0.7361111111	0.7126436782	0.08390804598
208	1.981933562	0.7299489144	0.7011494253	0.08390804598
209	1.977613509	0.7301085568	0.7011494253	0.08390804598
210	1.970202259	0.7306832695	0.7011494253	0.08390804598
211	1.965124614	0.7364303959	0.7126436782	0.08390804598
212	1.961623665	0.7364303959	0.7126436782	0.08390804598
213	1.956126473	0.7372286079	0.7126436782	0.08390804598
214	1.950440728	0.7372286079	0.7126436782	0.08390804598
215	1.944558657	0.7372286079	0.7126436782	0.08390804598
216	1.938867686	0.7372286079	0.7126436782	0.08390804598
217	1.933999598	0.7372286079	0.7126436782	0.08390804598
218	1.927993016	0.7372286079	0.7126436782	0.08390804598
219	1.919945859	0.7371145776	0.7126436782	0.08390804598
220	1.911567751	0.7371145776	0.7126436782	0.08390804598
221	1.905835234	0.7373882503	0.7126436782	0.08390804598
222	1.899878853	0.7373882503	0.7126436782	0.08390804598
223	1.897416046	0.7372605364	0.7126436782	0.08390804598
224	1.890568419	0.7373882503	0.7126436782	0.08390804598
225	1.882639297	0.7369093231	0.7126436782	0.08390804598
226	1.876122551	0.7369093231	0.7126436782	0.08390804598
227	1.867065554	0.7377713921	0.7126436782	0.08390804598
228	1.859278247	0.7371145776	0.7126436782	0.08390804598
229	1.84980894	0.7373882503	0.7126436782	0.08390804598
230	1.8414089	0.7450510856	0.724137931	0.08390804598
231	1.834873072	0.7450510856	0.724137931	0.08390804598
232	1.832318848	0.7450510856	0.724137931	0.08390804598
233	1.828960019	0.74600894	0.724137931	0.08390804598
234	1.819975502	0.74600894	0.724137931	0.08390804598
235	1.80972212	0.7439335888	0.724137931	0.08390804598
236	1.805498641	0.746807152	0.724137931	0.08390804598
237	1.799729786	0.7487228608	0.724137931	0.08390804598
238	1.795888773	0.7477650064	0.724137931	0.08390804598
239	1.790314694	0.7477650064	0.724137931	0.08390804598
240	1.781336088	0.7531426747	0.7356321839	0.08390804598
241	1.776933835	0.7537173873	0.7356321839	0.08390804598
242	1.774169276	0.7537173873	0.7356321839	0.08390804598
243	1.771140346	0.7537173873	0.7356321839	0.08390804598
244	1.765518658	0.7537173873	0.7356321839	0.08390804598
245	1.75888619	0.7537173873	0.7356321839	0.08390804598
246	1.753251549	0.7537173873	0.7356321839	0.08390804598
247	1.748351985	0.7537173873	0.7356321839	0.08390804598
248	1.743497689	0.7546752417	0.7356321839	0.08390804598
249	1.740878848	0.7546752417	0.7356321839	0.08390804598
250	1.73318414	0.7546752417	0.7356321839	0.08390804598
251	1.727677995	0.7552180259	0.7356321839	0.08390804598
252	1.72508465	0.7552180259	0.7356321839	0.08390804598
253	1.719984338	0.7542601715	0.7356321839	0.08390804598
254	1.715991077	0.7542601715	0.7356321839	0.08390804598
255	1.713039529	0.7542601715	0.7356321839	0.08390804598
256	1.708809985	0.7557927386	0.7356321839	0.08390804598
257	1.70547321	0.7557927386	0.7356321839	0.08390804598
258	1.699295809	0.7548348841	0.7356321839	0.08390804598
259	1.692720574	0.7557927386	0.7356321839	0.08390804598
260	1.689907315	0.7548348841	0.7356321839	0.08390804598
261	1.688972202	0.7548348841	0.7356321839	0.08390804598
262	1.680713479	0.7546296296	0.7356321839	0.08390804598
263	1.672936559	0.7546296296	0.7356321839	0.08390804598
264	1.663651474	0.755587484	0.7356321839	0.08390804598
265	1.655526503	0.7575031928	0.7356321839	0.08390804598
266	1.650424248	0.7569284802	0.7356321839	0.08390804598
267	1.646400304	0.7569284802	0.7356321839	0.08390804598
268	1.638601818	0.7569284802	0.7356321839	0.08390804598
269	1.634676002	0.7569284802	0.7356321839	0.08390804598
270	1.630378133	0.757311622	0.7356321839	0.08390804598
271	1.620089301	0.7569284802	0.7356321839	0.08390804598
272	1.610701109	0.7569284802	0.7356321839	0.08390804598
273	1.604924934	0.7569284802	0.7356321839	0.08390804598
274	1.59964769	0.7569284802	0.7356321839	0.08390804598
275	1.58961832	0.7582512315	0.7356321839	0.08390804598
276	1.584638033	0.7582512315	0.7356321839	0.08390804598
277	1.578228339	0.7576765189	0.7356321839	0.08390804598
278	1.572728838	0.7582512315	0.7356321839	0.08390804598
279	1.566121065	0.7582512315	0.7356321839	0.08390804598
280	1.563537238	0.7576765189	0.7356321839	0.08390804598
281	1.562468545	0.7586343733	0.7356321839	0.08390804598
282	1.553858929	0.7586343733	0.7356321839	0.08390804598
283	1.550303939	0.7586343733	0.7356321839	0.08390804598
284	1.542115133	0.7592090859	0.7356321839	0.08390804598
285	1.540452598	0.7592090859	0.7356321839	0.08390804598
286	1.535551729	0.7596880131	0.7356321839	0.08390804598
287	1.526594275	0.7590038314	0.7356321839	0.08390804598
288	1.521672605	0.7593869732	0.7356321839	0.08390804598
289	1.517903557	0.7593869732	0.7356321839	0.08390804598
290	1.514054899	0.7599616858	0.7356321839	0.08390804598
291	1.511295035	0.7609195402	0.7356321839	0.08390804598
292	1.506382109	0.7618773946	0.7356321839	0.08390804598
293	1.498596096	0.7614942529	0.7356321839	0.08390804598
294	1.495114094	0.7614942529	0.7356321839	0.08390804598
295	1.49324128	0.7614942529	0.7356321839	0.08390804598
296	1.487710646	0.7614942529	0.7356321839	0.08390804598
297	1.478793505	0.7614942529	0.7356321839	0.08390804598
298	1.471208497	0.7614942529	0.7356321839	0.08390804598
299	1.463343296	0.7624521073	0.7356321839	0.08390804598
300	1.458861981	0.7624521073	0.7356321839	0.08390804598
301	1.451660068	0.7618773946	0.7356321839	0.08390804598
302	1.448304569	0.7618773946	0.7356321839	0.08390804598
303	1.44411233	0.7618773946	0.7356321839	0.08390804598
304	1.442890972	0.7618773946	0.7356321839	0.08390804598
305	1.437482354	0.762835249	0.7356321839	0.08390804598
306	1.433101304	0.762835249	0.7356321839	0.08390804598
307	1.42650645	0.7639846743	0.7356321839	0.08505747126
308	1.421661437	0.7639846743	0.7356321839	0.08505747126
309	1.418837055	0.7639846743	0.7356321839	0.08505747126
310	1.411300784	0.7639846743	0.7356321839	0.08505747126
311	1.405412918	0.7697318008	0.7471264368	0.08505747126
312	1.403495392	0.7697318008	0.7471264368	0.08505747126
313	1.398842323	0.7697318008	0.7471264368	0.08505747126
314	1.39404285	0.7697318008	0.7471264368	0.08505747126
315	1.389760441	0.7698595147	0.7471264368	0.08505747126
316	1.38787048	0.7784802043	0.7586206897	0.08505747126
317	1.382974304	0.7803959132	0.7586206897	0.08505747126
318	1.379608456	0.7803959132	0.7586206897	0.08505747126
319	1.372850484	0.7803959132	0.7586206897	0.08505747126
320	1.37010716	0.782311622	0.7586206897	0.08505747126
321	1.368854034	0.782311622	0.7586206897	0.08505747126
322	1.364086465	0.7826947637	0.7586206897	0.08505747126
323	1.356187244	0.7817369093	0.7586206897	0.08620689655
324	1.352110826	0.7817369093	0.7586206897	0.08620689655
325	1.34286334	0.7821018062	0.7586206897	0.08620689655
326	1.33973645	0.7878489327	0.7701149425	0.08620689655
327	1.337671915	0.7878489327	0.7701149425	0.08620689655
328	1.334973141	0.7878489327	0.7701149425	0.08620689655
329	1.326038661	0.7878489327	0.7701149425	0.08620689655
330	1.314676367	0.7921592775	0.7701149425	0.08735632184
331	1.311648849	0.7921592775	0.7701149425	0.08735632184
332	1.308242522	0.7931171319	0.7701149425	0.08735632184
333	1.304800418	0.7950328407	0.7701149425	0.08735632184
334	1.29894103	0.7950328407	0.7701149425	0.08735632184
335	1.296285282	0.7950328407	0.7701149425	0.08735632184
336	1.289758639	0.7952244116	0.7701149425	0.08850574713
337	1.28582987	0.7952244116	0.7701149425	0.08850574713
338	1.282323848	0.7940749863	0.7701149425	0.08735632184
339	1.275967718	0.7940749863	0.7701149425	0.08735632184
340	1.273468691	0.7954296661	0.7701149425	0.08850574713
341	1.268705614	0.79555738	0.7701149425	0.08850574713
342	1.266696335	0.7957170224	0.7701149425	0.08850574713
343	1.263015737	0.7955117679	0.7701149425	0.08850574713
344	1.26085307	0.7955117679	0.7701149425	0.08850574713
345	1.257321205	0.7955117679	0.7701149425	0.08850574713
346	1.253954213	0.7957170224	0.7701149425	0.08850574713
347	1.246540232	0.7957170224	0.7701149425	0.08850574713
348	1.242828036	0.7962917351	0.7701149425	0.08850574713
349	1.238706037	0.7960864806	0.7701149425	0.08850574713
350	1.234958453	0.7960864806	0.7701149425	0.08850574713
351	1.229039857	0.8060481664	0.7816091954	0.08850574713
352	1.225139746	0.8070060208	0.7816091954	0.08850574713
353	1.22044403	0.8156267105	0.7931034483	0.08850574713
354	1.216387971	0.815831965	0.7931034483	0.08850574713
355	1.212669376	0.8169813903	0.7931034483	0.08965517241
356	1.207337739	0.8160372195	0.7931034483	0.08850574713
357	1.204389424	0.8163108922	0.7931034483	0.08850574713
358	1.201700078	0.8163108922	0.7931034483	0.08850574713
359	1.199119646	0.8175880314	0.7931034483	0.08965517241
360	1.195449824	0.8173827769	0.7931034483	0.08965517241
361	1.193746142	0.8175880314	0.7931034483	0.08965517241
362	1.190990177	0.8172550629	0.7931034483	0.08965517241
363	1.188938084	0.8172550629	0.7931034483	0.08965517241
364	1.187975816	0.8172550629	0.7931034483	0.08965517241
365	1.177527141	0.8216475096	0.7931034483	0.08965517241
366	1.171523913	0.8293103448	0.8045977011	0.08965517241
367	1.169213339	0.8350574713	0.816091954	0.08965517241
368	1.163082161	0.8350574713	0.816091954	0.08965517241
369	1.159353316	0.8350574713	0.816091954	0.08965517241
370	1.157503717	0.8350574713	0.816091954	0.08965517241
371	1.155839553	0.8350574713	0.816091954	0.08965517241
372	1.154158016	0.8350574713	0.816091954	0.08965517241
373	1.148608132	0.8388888889	0.816091954	0.08965517241
374	1.145785132	0.8388888889	0.816091954	0.08965517241
375	1.14384057	0.8388888889	0.816091954	0.08965517241
376	1.141827125	0.8388888889	0.816091954	0.08965517241
377	1.136186349	0.8388888889	0.816091954	0.08965517241
378	1.134280565	0.8388888889	0.816091954	0.08965517241
379	1.131543023	0.8388888889	0.816091954	0.08965517241
380	1.126826714	0.8388888889	0.816091954	0.08965517241
381	1.124631982	0.8388888889	0.816091954	0.08965517241
382	1.120301264	0.8388888889	0.816091954	0.08965517241
383	1.117595695	0.8404214559	0.816091954	0.08965517241
384	1.112523163	0.8385057471	0.816091954	0.08965517241
385	1.109309758	0.8385057471	0.816091954	0.08965517241
386	1.103672473	0.8408045977	0.816091954	0.08965517241
387	1.092537703	0.85	0.8275862069	0.08965517241
388	1.09067888	0.85	0.8275862069	0.08965517241
389	1.088727917	0.85	0.8275862069	0.08965517241
390	1.085843929	0.85	0.8275862069	0.08965517241
391	1.082878145	0.85	0.8275862069	0.08965517241
392	1.076744065	0.85	0.8275862069	0.08965517241
393	1.071380016	0.8519157088	0.8275862069	0.08965517241
394	1.068202867	0.853192848	0.8275862069	0.0908045977
395	1.064485181	0.853192848	0.8275862069	0.0908045977
396	1.062527631	0.8512771392	0.8275862069	0.0908045977
397	1.060941729	0.8512771392	0.8275862069	0.0908045977
398	1.058847009	0.8512771392	0.8275862069	0.0908045977
399	1.057194759	0.853192848	0.8275862069	0.0908045977
400	1.054092611	0.853192848	0.8275862069	0.0908045977
401	1.051263776	0.8533524904	0.8275862069	0.0908045977
402	1.0489368	0.8533524904	0.8275862069	0.0908045977
403	1.047441306	0.8533524904	0.8275862069	0.0908045977
404	1.041726383	0.8514367816	0.8275862069	0.0908045977
405	1.037540267	0.857183908	0.8390804598	0.0908045977
406	1.03480705	0.857183908	0.8390804598	0.0908045977
407	1.033152639	0.857183908	0.8390804598	0.0908045977
408	1.031004612	0.857183908	0.8390804598	0.0908045977
409	1.029128313	0.857183908	0.8390804598	0.0908045977
410	1.025258179	0.857183908	0.8390804598	0.0908045977
411	1.023348437	0.857183908	0.8390804598	0.0908045977
412	1.02150697	0.857183908	0.8390804598	0.0908045977
413	1.020189442	0.857183908	0.8390804598	0.0908045977
414	1.016937334	0.857183908	0.8390804598	0.0908045977
415	1.015060558	0.8562260536	0.8390804598	0.0908045977
416	1.006194327	0.8610153257	0.8390804598	0.0908045977
417	1.003858186	0.8619731801	0.8390804598	0.0908045977
418	1.000704682	0.8619731801	0.8390804598	0.0908045977
419	0.9946188102	0.8677203065	0.8505747126	0.0908045977
420	0.9931515616	0.8677203065	0.8505747126	0.0908045977
421	0.9913427228	0.8677203065	0.8505747126	0.0908045977
422	0.9896682009	0.8667624521	0.8505747126	0.0908045977
423	0.9874092041	0.8667624521	0.8505747126	0.0908045977
424	0.9846254256	0.8667624521	0.8505747126	0.0908045977
425	0.9817149574	0.8730842912	0.8620689655	0.0908045977
426	0.9773442787	0.8730842912	0.8620689655	0.0908045977
427	0.971423898	0.8673371648	0.8505747126	0.0908045977
428	0.9699622212	0.8673371648	0.8505747126	0.0908045977
429	0.9669690799	0.8730842912	0.8620689655	0.0908045977
430	0.9638214244	0.8730842912	0.8620689655	0.0908045977
431	0.9562118439	0.8730842912	0.8620689655	0.0908045977
432	0.9475995416	0.8730842912	0.8620689655	0.0908045977
433	0.9443649417	0.8730842912	0.8620689655	0.0908045977
434	0.9337784809	0.8730842912	0.8620689655	0.0908045977
435	0.9300250384	0.8742474001	0.8620689655	0.0908045977
436	0.927968344	0.8742474001	0.8620689655	0.0908045977
437	0.9268612958	0.8742474001	0.8620689655	0.0908045977
438	0.9224907533	0.8742474001	0.8620689655	0.0908045977
439	0.9190998593	0.8742474001	0.8620689655	0.0908045977
440	0.9144070912	0.8742474001	0.8620689655	0.0908045977
441	0.9123724512	0.8742474001	0.8620689655	0.0908045977
442	0.9097728574	0.8742474001	0.8620689655	0.0908045977
443	0.9062504881	0.8742474001	0.8620689655	0.0908045977
444	0.9046350035	0.8742474001	0.8620689655	0.0908045977
445	0.902371251	0.8742474001	0.8620689655	0.0908045977
446	0.899524415	0.8742474001	0.8620689655	0.0908045977
447	0.8912255142	0.8764367816	0.8620689655	0.0908045977
448	0.8881941867	0.8764367816	0.8620689655	0.0908045977
449	0.8873576976	0.8764367816	0.8620689655	0.0908045977
450	0.8847332377	0.8764367816	0.8620689655	0.0908045977
451	0.8802549334	0.8783524904	0.8620689655	0.0908045977
452	0.8753348878	0.8860153257	0.8735632184	0.0908045977
453	0.8735376178	0.8860153257	0.8735632184	0.0908045977
454	0.8714314692	0.8879310345	0.8735632184	0.0908045977
455	0.8678804831	0.8879310345	0.8735632184	0.0908045977
456	0.8650786822	0.8879310345	0.8735632184	0.0908045977
457	0.8624875966	0.8908045977	0.8735632184	0.0908045977
458	0.8590766061	0.8908045977	0.8735632184	0.0908045977
459	0.8557800686	0.8908045977	0.8735632184	0.0908045977
460	0.8530173256	0.8908045977	0.8735632184	0.0908045977
461	0.8511579159	0.8908045977	0.8735632184	0.0908045977
462	0.849905232	0.8908045977	0.8735632184	0.0908045977
463	0.8454775539	0.8908045977	0.8735632184	0.0908045977
464	0.8436185318	0.8908045977	0.8735632184	0.0908045977
465	0.8425742387	0.8908045977	0.8735632184	0.0908045977
466	0.8405285571	0.8908045977	0.8735632184	0.0908045977
467	0.8355533432	0.8908045977	0.8735632184	0.0908045977
468	0.8308991905	0.8908045977	0.8735632184	0.0908045977
469	0.8239329615	0.8908045977	0.8735632184	0.0908045977
470	0.8229036955	0.8908045977	0.8735632184	0.0908045977
471	0.8210594199	0.8908045977	0.8735632184	0.0908045977
472	0.8139296501	0.8908045977	0.8735632184	0.0908045977
473	0.8124491726	0.8908045977	0.8735632184	0.0908045977
474	0.8103846462	0.8908045977	0.8735632184	0.0908045977
475	0.8079238591	0.8908045977	0.8735632184	0.0908045977
476	0.8036414508	0.8908045977	0.8735632184	0.0908045977
477	0.8021412084	0.8908045977	0.8735632184	0.0908045977
478	0.8009725282	0.8908045977	0.8735632184	0.0908045977
479	0.7939681872	0.8908045977	0.8735632184	0.0908045977
480	0.7915843859	0.8908045977	0.8735632184	0.0908045977
